id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo_unitario_promedio;producto_estrella;asociacion_1;asociacion_2;asociacion_3
290;Lavavajillas Magistral 650 ml;Limpieza;Lavavajillas;Magistral;7.2;4.8;True;;;
291;Lavavajillas Ayudín Repuesto;Limpieza;Lavavajillas;Ayudín;5.9;3.9;False;;;
292;Esponja Multiuso;Limpieza;Lavavajillas;3M;4.5;2.9;False;;;
293;Esponja Antibacterial;Limpieza;Lavavajillas;Scotch-Brite;5.9;3.9;False;;;
294;Guantes de Limpieza M;Limpieza;Lavavajillas;Virutex;8.9;6.1;False;;;
295;Guantes de Limpieza L;Limpieza;Lavavajillas;Virutex;8.9;6.1;False;;;
296;Paño Microfibra;Limpieza;Lavavajillas;Virutex;6.9;4.6;False;;;
297;Escobilla para Vasos;Limpieza;Lavavajillas;Virutex;7.9;5.3;False;;;
298;Lejía Ayudín 2 L;Limpieza;Desinfectantes;Ayudín;7.9;5.2;True;;;
299;Lejía Clorox 2 L;Limpieza;Desinfectantes;Clorox;8.9;5.9;True;;;
300;Desinfectante Poett Lavanda;Limpieza;Desinfectantes;Poett;9.9;6.8;True;;;
301;Desinfectante Poett Floral;Limpieza;Desinfectantes;Poett;9.9;6.8;False;;;
302;Alcohol 70% 1 L;Limpieza;Desinfectantes;Suiza Lab;14.9;10.8;False;;;
303;Limpiador Antibacterial;Limpieza;Desinfectantes;Lysol;18.9;13.9;False;;;
304;Desinfectante Multiuso;Limpieza;Desinfectantes;Mr. Músculo;12.9;9.2;False;;;
305;Cloro Gel;Limpieza;Desinfectantes;Ayudín;8.9;6.0;False;;;
306;Desinfectante Cítrico;Limpieza;Desinfectantes;Poett;10.5;7.2;False;;;
307;Toallas Desinfectantes 80 u;Limpieza;Desinfectantes;Lysol;19.9;14.8;False;;;
308;Limpiavidrios 500 ml;Limpieza;Limpiadores Multiuso;Mr. Músculo;10.9;7.6;False;;;
309;Limpiador Multiuso Lavanda;Limpieza;Limpiadores Multiuso;Sapolio;8.9;6.0;True;;;
310;Limpiador Multiuso Limón;Limpieza;Limpiadores Multiuso;Sapolio;8.9;6.0;False;;;
311;Limpiador de Baño;Limpieza;Limpiadores Multiuso;Mr. Músculo;11.9;8.4;False;;;
312;Limpiador de Cocina;Limpieza;Limpiadores Multiuso;Cif;12.9;9.1;False;;;
313;Crema Limpiadora;Limpieza;Limpiadores Multiuso;Cif;9.9;6.8;False;;;
314;Limpiador para Pisos;Limpieza;Limpiadores Multiuso;Poett;10.9;7.6;False;;;
315;Lustramuebles;Limpieza;Limpiadores Multiuso;Blem;15.9;11.4;False;;;
316;Quitagrasa Cocina;Limpieza;Limpiadores Multiuso;Cif;12.9;9.1;False;;;
317;Limpiador de Acero Inoxidable;Limpieza;Limpiadores Multiuso;3M;17.9;13.1;False;;;
318;Papel Higiénico Elite 12 rollos;Limpieza;Papel Higiénico y Papel Toalla;Elite;22.9;16.8;True;;;
319;Papel Higiénico Suave 12 rollos;Limpieza;Papel Higiénico y Papel Toalla;Suave;19.9;14.2;True;;;
320;Papel Higiénico Noble 12 rollos;Limpieza;Papel Higiénico y Papel Toalla;Noble;21.9;15.8;False;;;
321;Papel Toalla Elite 2 rollos;Limpieza;Papel Higiénico y Papel Toalla;Elite;10.9;7.5;True;;;
322;Papel Toalla Scott;Limpieza;Papel Higiénico y Papel Toalla;Scott;11.9;8.2;False;;;
323;Servilletas Elite 200 hojas;Limpieza;Papel Higiénico y Papel Toalla;Elite;7.9;5.3;False;;;
324;Servilletas Scott 200 hojas;Limpieza;Papel Higiénico y Papel Toalla;Scott;8.2;5.6;False;;;
325;Pañuelos Faciales Elite;Limpieza;Papel Higiénico y Papel Toalla;Elite;6.9;4.6;False;;;
326;Pañuelos Faciales Scott;Limpieza;Papel Higiénico y Papel Toalla;Scott;7.2;4.9;False;;;
327;Papel Higiénico Premium 24 rollos;Limpieza;Papel Higiénico y Papel Toalla;Elite;39.9;30.1;False;;;
328;Shampoo Nutrición 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;18.9;13.6;True;;;
329;Shampoo Anticaspa 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;19.9;14.3;True;;;
330;Shampoo Hidratación 650 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;24.9;18.2;True;;;
331;Shampoo Restauración 650 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;24.9;18.2;False;;;
332;Shampoo Reparación 400 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;16.9;11.9;True;;;
333;Acondicionador Reparación 400 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;16.9;11.9;False;;;
334;Shampoo Natural 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;18.9;13.4;False;;;
335;Acondicionador Nutrición 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;18.9;13.4;False;;;
336;Shampoo Niño 400 ml;Cuidado Personal;Shampoo y Acondicionador;Johnson's;17.9;12.6;False;;;
337;Shampoo Aloe Vera 750 ml;Cuidado Personal;Shampoo y Acondicionador;Herbal Essences;29.9;22.1;False;;;
338;Shampoo Coco 750 ml;Cuidado Personal;Shampoo y Acondicionador;Herbal Essences;29.9;22.1;False;;;
339;Shampoo Micelar 400 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;22.9;16.6;False;;;
340;Shampoo Men 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;20.9;15.1;False;;;
341;Shampoo Hidratante 900 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;31.9;23.8;False;;;
342;Shampoo Control Caída 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;21.9;15.9;False;;;
343;Jabón Tocador Original;Cuidado Personal;Jabones;Palmolive;3.5;2.2;True;;;
344;Jabón Avena;Cuidado Personal;Jabones;Dove;4.5;2.9;True;;;
345;Jabón Antibacterial;Cuidado Personal;Jabones;Protex;4.9;3.2;True;;;
346;Jabón Humectante;Cuidado Personal;Jabones;Nivea;4.9;3.2;False;;;
347;Jabón Glicerina;Cuidado Personal;Jabones;Moncler;3.9;2.5;False;;;
348;Jabón Líquido 250 ml;Cuidado Personal;Jabones;Dove;11.9;8.4;False;;;
349;Jabón Líquido Antibacterial;Cuidado Personal;Jabones;Protex;12.9;9.2;False;;;
350;Jabón Bebé;Cuidado Personal;Jabones;Johnson's;5.9;3.9;False;;;
351;Jabón Carbón Activado;Cuidado Personal;Jabones;Nivea;6.9;4.8;False;;;
352;Jabón Exfoliante;Cuidado Personal;Jabones;Dove;5.9;4.1;False;;;
353;Pasta Dental Triple Acción;Cuidado Personal;Higiene Bucal;Colgate;8.9;6.2;True;;;
354;Pasta Dental Luminous White;Cuidado Personal;Higiene Bucal;Colgate;14.9;10.8;True;;;
355;Pasta Dental Protección Completa;Cuidado Personal;Higiene Bucal;Oral-B;10.9;7.7;False;;;
356;Cepillo Dental Suave;Cuidado Personal;Higiene Bucal;Oral-B;8.9;6.1;True;;;
357;Cepillo Dental Medio;Cuidado Personal;Higiene Bucal;Colgate;7.9;5.4;False;;;
358;Enjuague Bucal 500 ml;Cuidado Personal;Higiene Bucal;Listerine;18.9;13.6;False;;;
359;Hilo Dental;Cuidado Personal;Higiene Bucal;Oral-B;9.9;6.9;False;;;
360;Cepillo Dental Infantil;Cuidado Personal;Higiene Bucal;Colgate;6.9;4.6;False;;;
361;Pasta Dental Infantil;Cuidado Personal;Higiene Bucal;Colgate;8.9;6.2;False;;;
362;Cepillo Eléctrico;Cuidado Personal;Higiene Bucal;Oral-B;69.9;54.2;False;;;
363;Desodorante Aerosol Men;Cuidado Personal;Desodorantes;Nivea;16.9;12.1;True;;;
364;Desodorante Aerosol Women;Cuidado Personal;Desodorantes;Nivea;16.9;12.1;False;;;
365;Desodorante Roll-On;Cuidado Personal;Desodorantes;Dove;13.9;9.9;False;;;
366;Desodorante Barra;Cuidado Personal;Desodorantes;Old Spice;17.9;12.9;False;;;
367;Desodorante Clínico;Cuidado Personal;Desodorantes;Secret;24.9;18.6;False;;;
368;Desodorante Spray Axe;Cuidado Personal;Desodorantes;Axe;18.9;13.6;False;;;
369;Desodorante Dove Men;Cuidado Personal;Desodorantes;Dove;17.9;12.8;False;;;
370;Desodorante Rexona Clinical;Cuidado Personal;Desodorantes;Rexona;25.9;19.4;False;;;
371;Máquina de Afeitar Desechable;Cuidado Personal;Afeitado;Gillette;12.9;9.1;False;;;
372;Máquina Mach3;Cuidado Personal;Afeitado;Gillette;39.9;30.1;False;;;
373;Cartuchos Mach3 x2;Cuidado Personal;Afeitado;Gillette;42.9;32.5;False;;;
374;Espuma de Afeitar;Cuidado Personal;Afeitado;Gillette;18.9;13.6;False;;;
375;Gel de Afeitar;Cuidado Personal;Afeitado;Nivea Men;19.9;14.3;False;;;
376;After Shave;Cuidado Personal;Afeitado;Gillette;24.9;18.2;False;;;
377;Brocha de Afeitar;Cuidado Personal;Afeitado;Wilkinson;16.9;12.1;False;;;
378;Pizza Suprema Familiar;Congelados;Pizzas y Comidas Preparadas;Dr. Oetker;24.9;18.3;True;;;
379;Pizza Pepperoni Familiar;Congelados;Pizzas y Comidas Preparadas;Dr. Oetker;24.9;18.3;True;;;
380;Pizza Hawaiana;Congelados;Pizzas y Comidas Preparadas;Casa Europa;22.9;16.7;False;;;
381;Lasaña Boloñesa;Congelados;Pizzas y Comidas Preparadas;Casa Europa;18.9;13.8;False;;;
382;Nuggets de Pollo 500 g;Congelados;Pizzas y Comidas Preparadas;San Fernando;19.9;14.6;True;;;
383;Hamburguesas de Res x4;Congelados;Pizzas y Comidas Preparadas;Otto Kunz;22.9;16.8;False;;;
384;Croquetas de Pollo;Congelados;Pizzas y Comidas Preparadas;Redondos;18.9;13.7;False;;;
385;Empanadas Congeladas x6;Congelados;Pizzas y Comidas Preparadas;Casa Europa;16.9;12.2;False;;;
386;Pechuga de Pollo Congelada;Congelados;Carnes Congeladas;San Fernando;22.9;17.1;False;;;
387;Muslo de Pollo Congelado;Congelados;Carnes Congeladas;Redondos;17.9;13.1;False;;;
388;Hamburguesa de Pollo;Congelados;Carnes Congeladas;San Fernando;18.9;13.8;False;;;
389;Filete de Merluza;Congelados;Carnes Congeladas;Pescanova;26.9;20.3;False;;;
390;Langostinos 500 g;Congelados;Carnes Congeladas;Pescanova;39.9;30.8;False;;;
391;Mix de Mariscos;Congelados;Carnes Congeladas;Pescanova;34.9;26.6;False;;;
392;Brócoli Congelado;Congelados;Verduras Congeladas;Frío Campo;11.9;8.4;False;;;
393;Mix de Verduras;Congelados;Verduras Congeladas;Frío Campo;12.9;9.1;False;;;
394;Arvejas Congeladas;Congelados;Verduras Congeladas;Frío Campo;9.9;6.9;False;;;
395;Choclo Desgranado;Congelados;Verduras Congeladas;Frío Campo;10.9;7.6;False;;;
396;Espinaca Congelada;Congelados;Verduras Congeladas;Frío Campo;10.9;7.6;False;;;
397;Helado D'Onofrio 1 L;Congelados;Helados;D'Onofrio;19.9;14.8;True;;;
398;Helado Sublime 1 L;Congelados;Helados;D'Onofrio;21.9;16.4;False;;;
399;Helado Frutado 1 L;Congelados;Helados;Lamborgini;17.9;13.1;False;;;
400;Paletas Frutales x6;Congelados;Helados;D'Onofrio;15.9;11.5;False;;;
401;Bombones Helados x8;Congelados;Helados;D'Onofrio;24.9;18.6;False;;;
402;Pañales Recién Nacido x36;Bebés;Pañales;Pampers;39.9;29.8;False;;;
403;Pañales Etapa 1 x48;Bebés;Pañales;Huggies;45.9;34.7;False;;;
404;Pañales Etapa 2 x60;Bebés;Pañales;Pampers;58.9;44.8;True;;;
405;Pañales Etapa 3 x64;Bebés;Pañales;Huggies;62.9;47.9;True;;;
406;Pañales Etapa 4 x60;Bebés;Pañales;Pampers;64.9;49.5;True;;;
407;Pañales Pants x52;Bebés;Pañales;Huggies;69.9;53.6;False;;;
408;Pañales Premium Care x42;Bebés;Pañales;Pampers;72.9;56.1;False;;;
409;Pañales Recién Nacido Premium;Bebés;Pañales;Huggies;44.9;33.8;False;;;
410;Toallitas Húmedas x100;Bebés;Toallitas Húmedas;Huggies;12.9;9.1;True;;;
411;Toallitas Húmedas Aloe x100;Bebés;Toallitas Húmedas;Pampers;13.9;9.9;False;;;
412;Toallitas Húmedas x200;Bebés;Toallitas Húmedas;Huggies;21.9;16.1;True;;;
413;Toallitas Recién Nacido;Bebés;Toallitas Húmedas;Johnson's;15.9;11.4;False;;;
414;Toallitas Antibacteriales;Bebés;Toallitas Húmedas;Johnson's;14.9;10.7;False;;;
415;Fórmula Etapa 1 800 g;Bebés;Fórmulas Infantiles;NAN;89.9;71.4;False;;;
416;Fórmula Etapa 2 800 g;Bebés;Fórmulas Infantiles;NAN;89.9;71.4;False;;;
417;Fórmula Etapa 3 800 g;Bebés;Fórmulas Infantiles;Nestogeno;69.9;54.2;False;;;
418;Fórmula Comfort 800 g;Bebés;Fórmulas Infantiles;Enfamil;109.9;88.1;False;;;
419;Biberón 125 ml;Bebés;Accesorios para Bebé;Avent;29.9;22.1;False;;;
420;Biberón 260 ml;Bebés;Accesorios para Bebé;Avent;36.9;27.5;False;;;
421;Chupón Ortodóntico;Bebés;Accesorios para Bebé;Philips Avent;19.9;14.6;False;;;
422;Cepillo para Biberón;Bebés;Accesorios para Bebé;Nuk;16.9;12.2;False;;;
423;Babero Impermeable;Bebés;Accesorios para Bebé;Infanti;14.9;10.6;False;;;
424;Vaso Entrenador 250 ml;Bebés;Accesorios para Bebé;Nuk;24.9;18.4;False;;;
425;Set de Cubiertos Infantil;Bebés;Accesorios para Bebé;Infanti;18.9;13.8;False;;;
426;Traba de Seguridad Multiuso;Bebés;Accesorios para Bebé;Safety 1st;15.9;11.4;False;;;
427;Alimento para Perro Adulto 1 kg;Mascotas;Alimento para Perros;Ricocan;12.9;8.9;True;;;
428;Alimento para Perro Adulto 8 kg;Mascotas;Alimento para Perros;Ricocan;79.9;61.5;True;;;
429;Alimento para Cachorro 3 kg;Mascotas;Alimento para Perros;Dog Chow;52.9;40.8;False;;;
430;Alimento para Perro Adulto 15 kg;Mascotas;Alimento para Perros;Dog Chow;149.9;118.4;False;;;
431;Alimento Premium Razas Pequeñas;Mascotas;Alimento para Perros;Pro Plan;179.9;142.8;False;;;
432;Alimento Premium Razas Grandes;Mascotas;Alimento para Perros;Pro Plan;184.9;147.1;False;;;
433;Alimento Húmedo Carne;Mascotas;Alimento para Perros;Pedigree;8.9;5.9;True;;;
434;Alimento Húmedo Pollo;Mascotas;Alimento para Perros;Pedigree;8.9;5.9;False;;;
435;Snacks Dentales;Mascotas;Alimento para Perros;Pedigree;14.9;10.5;False;;;
436;Galletas para Perro;Mascotas;Alimento para Perros;Ricocan;12.9;8.9;False;;;
437;Alimento para Gato Adulto 1 kg;Mascotas;Alimento para Gatos;Whiskas;16.9;11.8;True;;;
438;Alimento para Gato Adulto 8 kg;Mascotas;Alimento para Gatos;Whiskas;109.9;85.2;False;;;
439;Alimento para Gatito 1 kg;Mascotas;Alimento para Gatos;Cat Chow;19.9;14.1;False;;;
440;Alimento Premium Gatos;Mascotas;Alimento para Gatos;Pro Plan;89.9;70.6;False;;;
441;Alimento Húmedo Atún;Mascotas;Alimento para Gatos;Felix;6.9;4.6;False;;;
442;Alimento Húmedo Salmón;Mascotas;Alimento para Gatos;Felix;6.9;4.6;False;;;
443;Snack Cremoso para Gatos;Mascotas;Alimento para Gatos;Ciao;12.9;9.1;False;;;
444;Galletas para Gatos;Mascotas;Alimento para Gatos;Dreamies;11.9;8.3;False;;;
445;Arena Aglomerante 5 kg;Mascotas;Arena Sanitaria;Mimaskot;24.9;18.8;True;;;
446;Arena Sanitaria Lavanda;Mascotas;Arena Sanitaria;Mimaskot;27.9;21.2;False;;;
447;Arena Premium 10 kg;Mascotas;Arena Sanitaria;Cat's Best;54.9;43.1;False;;;
448;Arena Sanitaria Carbón Activo;Mascotas;Arena Sanitaria;Mimaskot;31.9;24.4;False;;;
449;Correa Nylon;Mascotas;Accesorios para Mascotas;Trixie;19.9;14.2;False;;;
450;Collar Ajustable;Mascotas;Accesorios para Mascotas;Trixie;16.9;11.9;False;;;
451;Plato Acero Inoxidable;Mascotas;Accesorios para Mascotas;Trixie;22.9;16.8;False;;;
452;Dispensador de Agua;Mascotas;Accesorios para Mascotas;Petmate;49.9;38.2;False;;;
453;Cepillo para Mascotas;Mascotas;Accesorios para Mascotas;Furminator;34.9;26.8;False;;;
454;Juguete Mordedor;Mascotas;Accesorios para Mascotas;Kong;29.9;22.7;False;;;
455;Pelota de Goma;Mascotas;Accesorios para Mascotas;Kong;18.9;13.3;False;;;
456;Transportadora Mediana;Mascotas;Accesorios para Mascotas;Petmate;119.9;95.4;False;;;
457;Cama para Perro;Mascotas;Accesorios para Mascotas;Petmate;89.9;69.8;False;;;
458;Cama para Gato;Mascotas;Accesorios para Mascotas;Petmate;69.9;53.4;False;;;
459;Rascador para Gatos;Mascotas;Accesorios para Mascotas;Trixie;79.9;61.5;False;;;
460;Shampoo para Perros;Mascotas;Accesorios para Mascotas;Pet Clean;21.9;15.7;False;;;
461;Shampoo para Gatos;Mascotas;Accesorios para Mascotas;Pet Clean;22.9;16.5;False;;;
462;Toallitas para Mascotas;Mascotas;Accesorios para Mascotas;Pet Clean;16.9;11.9;False;;;
463;Bolsas para Desechos;Mascotas;Accesorios para Mascotas;Trixie;12.9;8.9;False;;;
464;Comedero Doble;Mascotas;Accesorios para Mascotas;Petmate;39.9;30.4;False;;;
465;Snack Natural de Hueso;Mascotas;Alimento para Perros;Ricocan;17.9;12.8;False;;;
466;Snack de Atún;Mascotas;Alimento para Gatos;Felix;8.9;6.1;False;;;
467;Juego de Ollas 7 piezas;Hogar;Utensilios de Cocina;Record;229.9;176.8;False;;;
468;Sartén Antiadherente 24 cm;Hogar;Utensilios de Cocina;Record;79.9;60.2;False;;;
469;Sartén Antiadherente 28 cm;Hogar;Utensilios de Cocina;Record;99.9;76.4;False;;;
470;Olla a Presión 7 L;Hogar;Utensilios de Cocina;Record;249.9;193.5;False;;;
471;Tabla para Picar;Hogar;Utensilios de Cocina;Casa Bonita;24.9;17.8;True;;;
472;Juego de Cuchillos;Hogar;Utensilios de Cocina;Tramontina;119.9;91.3;False;;;
473;Escurridor de Platos;Hogar;Utensilios de Cocina;Reyplast;49.9;37.9;False;;;
474;Colador de Acero;Hogar;Utensilios de Cocina;Record;29.9;21.6;False;;;
475;Espátula de Silicona;Hogar;Utensilios de Cocina;Casa Bonita;14.9;10.3;False;;;
476;Taza Medidora;Hogar;Utensilios de Cocina;Pyrex;22.9;16.5;False;;;
477;Organizador Multiuso;Hogar;Organización y Almacenamiento;Reyplast;39.9;29.8;True;;;
478;Caja Organizadora 20 L;Hogar;Organización y Almacenamiento;Reyplast;44.9;34.2;False;;;
479;Caja Organizadora 50 L;Hogar;Organización y Almacenamiento;Reyplast;69.9;53.7;False;;;
480;Canasta Organizadora;Hogar;Organización y Almacenamiento;Reyplast;18.9;13.3;False;;;
481;Perchas x10;Hogar;Organización y Almacenamiento;Plásticos Peru;16.9;11.9;False;;;
482;Zapatera 4 Niveles;Hogar;Organización y Almacenamiento;Reyplast;79.9;61.2;False;;;
483;Organizador de Cajón;Hogar;Organización y Almacenamiento;Casa Bonita;15.9;11.2;False;;;
484;Caja para Zapatos;Hogar;Organización y Almacenamiento;Reyplast;12.9;8.9;False;;;
485;Escoba Premium;Hogar;Limpieza del Hogar;Virutex;24.9;18.2;True;;;
486;Trapeador Microfibra;Hogar;Limpieza del Hogar;Vileda;39.9;30.1;False;;;
487;Recogedor con Jebe;Hogar;Limpieza del Hogar;Virutex;16.9;11.9;False;;;
488;Balde 20 L;Hogar;Limpieza del Hogar;Reyplast;24.9;18.3;True;;;
489;Escobilla para Baño;Hogar;Limpieza del Hogar;Virutex;19.9;14.3;False;;;
490;Secador de Piso;Hogar;Limpieza del Hogar;Vileda;34.9;26.4;False;;;
491;Plumero Microfibra;Hogar;Limpieza del Hogar;Virutex;18.9;13.4;False;;;
492;Mopa Giratoria;Hogar;Limpieza del Hogar;Vileda;129.9;101.6;False;;;
493;Florero de Vidrio;Hogar;Decoración;Casa Bonita;34.9;25.8;False;;;
494;Portarretrato 5x7;Hogar;Decoración;Concepts Life;24.9;18.2;False;;;
495;Vela Aromática;Hogar;Decoración;Glade;19.9;14.2;False;;;
496;Maceta Decorativa;Hogar;Decoración;Concepts Life;39.9;29.8;False;;;
497;Cojín Decorativo;Hogar;Decoración;Casa Bonita;29.9;21.7;False;;;
498;Reloj de Pared;Hogar;Decoración;Concepts Life;69.9;53.9;False;;;
499;Espejo Decorativo;Hogar;Decoración;Casa Bonita;89.9;69.4;False;;;
500;Alfombra Decorativa;Hogar;Decoración;Casa Bonita;99.9;77.2;False;;;
501;Cortina Blackout;Hogar;Decoración;Casa Bonita;119.9;92.6;False;;;
502;Mantel Rectangular;Hogar;Decoración;Casa Bonita;39.9;29.8;False;;;
503;Funda para Cojín;Hogar;Decoración;Casa Bonita;19.9;14.1;False;;;
504;Lámpara de Mesa;Hogar;Decoración;Philips;129.9;101.3;False;;;
505;Portavelas de Vidrio;Hogar;Decoración;Concepts Life;18.9;13.3;False;;;
506;Canasta Decorativa;Hogar;Decoración;Casa Bonita;27.9;20.1;False;;;
