id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo_unitario_promedio
324;Servilletas Scott 200 hojas;Limpieza;Papel Higiénico y Papel Toalla;Scott;8.2;5.6
325;Pañuelos Faciales Elite;Limpieza;Papel Higiénico y Papel Toalla;Elite;6.9;4.6
326;Pañuelos Faciales Scott;Limpieza;Papel Higiénico y Papel Toalla;Scott;7.2;4.9
327;Papel Higiénico Premium 24 rollos;Limpieza;Papel Higiénico y Papel Toalla;Elite;39.9;30.1
328;Shampoo Nutrición 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;18.9;13.6
329;Shampoo Anticaspa 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;19.9;14.3
330;Shampoo Hidratación 650 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;24.9;18.2
331;Shampoo Restauración 650 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;24.9;18.2
332;Shampoo Reparación 400 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;16.9;11.9
333;Acondicionador Reparación 400 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;16.9;11.9
334;Shampoo Natural 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;18.9;13.4
335;Acondicionador Nutrición 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;18.9;13.4
336;Shampoo Niño 400 ml;Cuidado Personal;Shampoo y Acondicionador;Johnson's;17.9;12.6
337;Shampoo Aloe Vera 750 ml;Cuidado Personal;Shampoo y Acondicionador;Herbal Essences;29.9;22.1
338;Shampoo Coco 750 ml;Cuidado Personal;Shampoo y Acondicionador;Herbal Essences;29.9;22.1
339;Shampoo Micelar 400 ml;Cuidado Personal;Shampoo y Acondicionador;Pantene;22.9;16.6
340;Shampoo Men 400 ml;Cuidado Personal;Shampoo y Acondicionador;Head & Shoulders;20.9;15.1
341;Shampoo Hidratante 900 ml;Cuidado Personal;Shampoo y Acondicionador;Sedal;31.9;23.8
342;Shampoo Control Caída 400 ml;Cuidado Personal;Shampoo y Acondicionador;Dove;21.9;15.9
343;Jabón Tocador Original;Cuidado Personal;Jabones;Palmolive;3.5;2.2
344;Jabón Avena;Cuidado Personal;Jabones;Dove;4.5;2.9
345;Jabón Antibacterial;Cuidado Personal;Jabones;Protex;4.9;3.2
346;Jabón Humectante;Cuidado Personal;Jabones;Nivea;4.9;3.2
347;Jabón Glicerina;Cuidado Personal;Jabones;Moncler;3.9;2.5
348;Jabón Líquido 250 ml;Cuidado Personal;Jabones;Dove;11.9;8.4
349;Jabón Líquido Antibacterial;Cuidado Personal;Jabones;Protex;12.9;9.2
350;Jabón Bebé;Cuidado Personal;Jabones;Johnson's;5.9;3.9
351;Jabón Carbón Activado;Cuidado Personal;Jabones;Nivea;6.9;4.8
352;Jabón Exfoliante;Cuidado Personal;Jabones;Dove;5.9;4.1
353;Pasta Dental Triple Acción;Cuidado Personal;Higiene Bucal;Colgate;8.9;6.2
354;Pasta Dental Luminous White;Cuidado Personal;Higiene Bucal;Colgate;14.9;10.8
355;Pasta Dental Protección Completa;Cuidado Personal;Higiene Bucal;Oral-B;10.9;7.7
356;Cepillo Dental Suave;Cuidado Personal;Higiene Bucal;Oral-B;8.9;6.1
357;Cepillo Dental Medio;Cuidado Personal;Higiene Bucal;Colgate;7.9;5.4
358;Enjuague Bucal 500 ml;Cuidado Personal;Higiene Bucal;Listerine;18.9;13.6
359;Hilo Dental;Cuidado Personal;Higiene Bucal;Oral-B;9.9;6.9
360;Cepillo Dental Infantil;Cuidado Personal;Higiene Bucal;Colgate;6.9;4.6
361;Pasta Dental Infantil;Cuidado Personal;Higiene Bucal;Colgate;8.9;6.2
362;Cepillo Eléctrico;Cuidado Personal;Higiene Bucal;Oral-B;69.9;54.2
363;Desodorante Aerosol Men;Cuidado Personal;Desodorantes;Nivea;16.9;12.1
364;Desodorante Aerosol Women;Cuidado Personal;Desodorantes;Nivea;16.9;12.1
365;Desodorante Roll-On;Cuidado Personal;Desodorantes;Dove;13.9;9.9
366;Desodorante Barra;Cuidado Personal;Desodorantes;Old Spice;17.9;12.9
367;Desodorante Clínico;Cuidado Personal;Desodorantes;Secret;24.9;18.6
368;Desodorante Spray Axe;Cuidado Personal;Desodorantes;Axe;18.9;13.6
369;Desodorante Dove Men;Cuidado Personal;Desodorantes;Dove;17.9;12.8
370;Desodorante Rexona Clinical;Cuidado Personal;Desodorantes;Rexona;25.9;19.4
371;Máquina de Afeitar Desechable;Cuidado Personal;Afeitado;Gillette;12.9;9.1
372;Máquina Mach3;Cuidado Personal;Afeitado;Gillette;39.9;30.1
373;Cartuchos Mach3 x2;Cuidado Personal;Afeitado;Gillette;42.9;32.5
374;Espuma de Afeitar;Cuidado Personal;Afeitado;Gillette;18.9;13.6
375;Gel de Afeitar;Cuidado Personal;Afeitado;Nivea Men;19.9;14.3
376;After Shave;Cuidado Personal;Afeitado;Gillette;24.9;18.2
377;Brocha de Afeitar;Cuidado Personal;Afeitado;Wilkinson;16.9;12.1
378;Pizza Suprema Familiar;Congelados;Pizzas y Comidas Preparadas;Dr. Oetker;24.9;18.3
379;Pizza Pepperoni Familiar;Congelados;Pizzas y Comidas Preparadas;Dr. Oetker;24.9;18.3
380;Pizza Hawaiana;Congelados;Pizzas y Comidas Preparadas;Casa Europa;22.9;16.7
381;Lasaña Boloñesa;Congelados;Pizzas y Comidas Preparadas;Casa Europa;18.9;13.8
382;Nuggets de Pollo 500 g;Congelados;Pizzas y Comidas Preparadas;San Fernando;19.9;14.6
383;Hamburguesas de Res x4;Congelados;Pizzas y Comidas Preparadas;Otto Kunz;22.9;16.8
384;Croquetas de Pollo;Congelados;Pizzas y Comidas Preparadas;Redondos;18.9;13.7
385;Empanadas Congeladas x6;Congelados;Pizzas y Comidas Preparadas;Casa Europa;16.9;12.2
386;Pechuga de Pollo Congelada;Congelados;Carnes Congeladas;San Fernando;22.9;17.1
387;Muslo de Pollo Congelado;Congelados;Carnes Congeladas;Redondos;17.9;13.1
388;Hamburguesa de Pollo;Congelados;Carnes Congeladas;San Fernando;18.9;13.8
389;Filete de Merluza;Congelados;Carnes Congeladas;Pescanova;26.9;20.3
390;Langostinos 500 g;Congelados;Carnes Congeladas;Pescanova;39.9;30.8
391;Mix de Mariscos;Congelados;Carnes Congeladas;Pescanova;34.9;26.6
392;Brócoli Congelado;Congelados;Verduras Congeladas;Frío Campo;11.9;8.4
393;Mix de Verduras;Congelados;Verduras Congeladas;Frío Campo;12.9;9.1
394;Arvejas Congeladas;Congelados;Verduras Congeladas;Frío Campo;9.9;6.9
395;Choclo Desgranado;Congelados;Verduras Congeladas;Frío Campo;10.9;7.6
396;Espinaca Congelada;Congelados;Verduras Congeladas;Frío Campo;10.9;7.6
397;Helado D'Onofrio 1 L;Congelados;Helados;D'Onofrio;19.9;14.8
398;Helado Sublime 1 L;Congelados;Helados;D'Onofrio;21.9;16.4
399;Helado Frutado 1 L;Congelados;Helados;Lamborgini;17.9;13.1
400;Paletas Frutales x6;Congelados;Helados;D'Onofrio;15.9;11.5
401;Bombones Helados x8;Congelados;Helados;D'Onofrio;24.9;18.6
402;Pañales Recién Nacido x36;Bebés;Pañales;Pampers;39.9;29.8
403;Pañales Etapa 1 x48;Bebés;Pañales;Huggies;45.9;34.7
404;Pañales Etapa 2 x60;Bebés;Pañales;Pampers;58.9;44.8
405;Pañales Etapa 3 x64;Bebés;Pañales;Huggies;62.9;47.9
406;Pañales Etapa 4 x60;Bebés;Pañales;Pampers;64.9;49.5
407;Pañales Pants x52;Bebés;Pañales;Huggies;69.9;53.6
408;Pañales Premium Care x42;Bebés;Pañales;Pampers;72.9;56.1
409;Pañales Recién Nacido Premium;Bebés;Pañales;Huggies;44.9;33.8
410;Toallitas Húmedas x100;Bebés;Toallitas Húmedas;Huggies;12.9;9.1
411;Toallitas Húmedas Aloe x100;Bebés;Toallitas Húmedas;Pampers;13.9;9.9
412;Toallitas Húmedas x200;Bebés;Toallitas Húmedas;Huggies;21.9;16.1
413;Toallitas Recién Nacido;Bebés;Toallitas Húmedas;Johnson's;15.9;11.4
414;Toallitas Antibacteriales;Bebés;Toallitas Húmedas;Johnson's;14.9;10.7
415;Fórmula Etapa 1 800 g;Bebés;Fórmulas Infantiles;NAN;89.9;71.4
416;Fórmula Etapa 2 800 g;Bebés;Fórmulas Infantiles;NAN;89.9;71.4
417;Fórmula Etapa 3 800 g;Bebés;Fórmulas Infantiles;Nestogeno;69.9;54.2
418;Fórmula Comfort 800 g;Bebés;Fórmulas Infantiles;Enfamil;109.9;88.1
419;Biberón 125 ml;Bebés;Accesorios para Bebé;Avent;29.9;22.1
420;Biberón 260 ml;Bebés;Accesorios para Bebé;Avent;36.9;27.5
421;Chupón Ortodóntico;Bebés;Accesorios para Bebé;Philips Avent;19.9;14.6
422;Cepillo para Biberón;Bebés;Accesorios para Bebé;Nuk;16.9;12.2
423;Babero Impermeable;Bebés;Accesorios para Bebé;Infanti;14.9;10.6
424;Vaso Entrenador 250 ml;Bebés;Accesorios para Bebé;Nuk;24.9;18.4
425;Set de Cubiertos Infantil;Bebés;Accesorios para Bebé;Infanti;18.9;13.8
426;Traba de Seguridad Multiuso;Bebés;Accesorios para Bebé;Safety 1st;15.9;11.4
427;Alimento para Perro Adulto 1 kg;Mascotas;Alimento para Perros;Ricocan;12.9;8.9
428;Alimento para Perro Adulto 8 kg;Mascotas;Alimento para Perros;Ricocan;79.9;61.5
429;Alimento para Cachorro 3 kg;Mascotas;Alimento para Perros;Dog Chow;52.9;40.8
430;Alimento para Perro Adulto 15 kg;Mascotas;Alimento para Perros;Dog Chow;149.9;118.4
431;Alimento Premium Razas Pequeñas;Mascotas;Alimento para Perros;Pro Plan;179.9;142.8
432;Alimento Premium Razas Grandes;Mascotas;Alimento para Perros;Pro Plan;184.9;147.1
433;Alimento Húmedo Carne;Mascotas;Alimento para Perros;Pedigree;8.9;5.9
434;Alimento Húmedo Pollo;Mascotas;Alimento para Perros;Pedigree;8.9;5.9
435;Snacks Dentales;Mascotas;Alimento para Perros;Pedigree;14.9;10.5
436;Galletas para Perro;Mascotas;Alimento para Perros;Ricocan;12.9;8.9
437;Alimento para Gato Adulto 1 kg;Mascotas;Alimento para Gatos;Whiskas;16.9;11.8
438;Alimento para Gato Adulto 8 kg;Mascotas;Alimento para Gatos;Whiskas;109.9;85.2
439;Alimento para Gatito 1 kg;Mascotas;Alimento para Gatos;Cat Chow;19.9;14.1
440;Alimento Premium Gatos;Mascotas;Alimento para Gatos;Pro Plan;89.9;70.6
441;Alimento Húmedo Atún;Mascotas;Alimento para Gatos;Felix;6.9;4.6
442;Alimento Húmedo Salmón;Mascotas;Alimento para Gatos;Felix;6.9;4.6
443;Snack Cremoso para Gatos;Mascotas;Alimento para Gatos;Ciao;12.9;9.1
444;Galletas para Gatos;Mascotas;Alimento para Gatos;Dreamies;11.9;8.3
445;Arena Aglomerante 5 kg;Mascotas;Arena Sanitaria;Mimaskot;24.9;18.8
446;Arena Sanitaria Lavanda;Mascotas;Arena Sanitaria;Mimaskot;27.9;21.2
447;Arena Premium 10 kg;Mascotas;Arena Sanitaria;Cat's Best;54.9;43.1
448;Arena Sanitaria Carbón Activo;Mascotas;Arena Sanitaria;Mimaskot;31.9;24.4
449;Correa Nylon;Mascotas;Accesorios para Mascotas;Trixie;19.9;14.2
450;Collar Ajustable;Mascotas;Accesorios para Mascotas;Trixie;16.9;11.9
451;Plato Acero Inoxidable;Mascotas;Accesorios para Mascotas;Trixie;22.9;16.8
452;Dispensador de Agua;Mascotas;Accesorios para Mascotas;Petmate;49.9;38.2
453;Cepillo para Mascotas;Mascotas;Accesorios para Mascotas;Furminator;34.9;26.8
454;Juguete Mordedor;Mascotas;Accesorios para Mascotas;Kong;29.9;22.7
455;Pelota de Goma;Mascotas;Accesorios para Mascotas;Kong;18.9;13.3
456;Transportadora Mediana;Mascotas;Accesorios para Mascotas;Petmate;119.9;95.4
457;Cama para Perro;Mascotas;Accesorios para Mascotas;Petmate;89.9;69.8
458;Cama para Gato;Mascotas;Accesorios para Mascotas;Petmate;69.9;53.4
459;Rascador para Gatos;Mascotas;Accesorios para Mascotas;Trixie;79.9;61.5
460;Shampoo para Perros;Mascotas;Accesorios para Mascotas;Pet Clean;21.9;15.7
461;Shampoo para Gatos;Mascotas;Accesorios para Mascotas;Pet Clean;22.9;16.5
462;Toallitas para Mascotas;Mascotas;Accesorios para Mascotas;Pet Clean;16.9;11.9
463;Bolsas para Desechos;Mascotas;Accesorios para Mascotas;Trixie;12.9;8.9
464;Comedero Doble;Mascotas;Accesorios para Mascotas;Petmate;39.9;30.4
465;Snack Natural de Hueso;Mascotas;Alimento para Perros;Ricocan;17.9;12.8
466;Snack de Atún;Mascotas;Alimento para Gatos;Felix;8.9;6.1
467;Juego de Ollas 7 piezas;Hogar;Utensilios de Cocina;Record;229.9;176.8
468;Sartén Antiadherente 24 cm;Hogar;Utensilios de Cocina;Record;79.9;60.2
469;Sartén Antiadherente 28 cm;Hogar;Utensilios de Cocina;Record;99.9;76.4
470;Olla a Presión 7 L;Hogar;Utensilios de Cocina;Record;249.9;193.5
471;Tabla para Picar;Hogar;Utensilios de Cocina;Casa Bonita;24.9;17.8
472;Juego de Cuchillos;Hogar;Utensilios de Cocina;Tramontina;119.9;91.3
473;Escurridor de Platos;Hogar;Utensilios de Cocina;Reyplast;49.9;37.9
474;Colador de Acero;Hogar;Utensilios de Cocina;Record;29.9;21.6
475;Espátula de Silicona;Hogar;Utensilios de Cocina;Casa Bonita;14.9;10.3
476;Taza Medidora;Hogar;Utensilios de Cocina;Pyrex;22.9;16.5
477;Organizador Multiuso;Hogar;Organización y Almacenamiento;Reyplast;39.9;29.8
478;Caja Organizadora 20 L;Hogar;Organización y Almacenamiento;Reyplast;44.9;34.2
479;Caja Organizadora 50 L;Hogar;Organización y Almacenamiento;Reyplast;69.9;53.7
480;Canasta Organizadora;Hogar;Organización y Almacenamiento;Reyplast;18.9;13.3
481;Perchas x10;Hogar;Organización y Almacenamiento;Plásticos Peru;16.9;11.9
482;Zapatera 4 Niveles;Hogar;Organización y Almacenamiento;Reyplast;79.9;61.2
483;Organizador de Cajón;Hogar;Organización y Almacenamiento;Casa Bonita;15.9;11.2
484;Caja para Zapatos;Hogar;Organización y Almacenamiento;Reyplast;12.9;8.9
485;Escoba Premium;Hogar;Limpieza del Hogar;Virutex;24.9;18.2
486;Trapeador Microfibra;Hogar;Limpieza del Hogar;Vileda;39.9;30.1
487;Recogedor con Jebe;Hogar;Limpieza del Hogar;Virutex;16.9;11.9
488;Balde 20 L;Hogar;Limpieza del Hogar;Reyplast;24.9;18.3
489;Escobilla para Baño;Hogar;Limpieza del Hogar;Virutex;19.9;14.3
490;Secador de Piso;Hogar;Limpieza del Hogar;Vileda;34.9;26.4
491;Plumero Microfibra;Hogar;Limpieza del Hogar;Virutex;18.9;13.4
492;Mopa Giratoria;Hogar;Limpieza del Hogar;Vileda;129.9;101.6
493;Florero de Vidrio;Hogar;Decoración;Casa Bonita;34.9;25.8
494;Portarretrato 5x7;Hogar;Decoración;Concepts Life;24.9;18.2
495;Vela Aromática;Hogar;Decoración;Glade;19.9;14.2
496;Maceta Decorativa;Hogar;Decoración;Concepts Life;39.9;29.8
497;Cojín Decorativo;Hogar;Decoración;Casa Bonita;29.9;21.7
498;Reloj de Pared;Hogar;Decoración;Concepts Life;69.9;53.9
499;Espejo Decorativo;Hogar;Decoración;Casa Bonita;89.9;69.4
500;Alfombra Decorativa;Hogar;Decoración;Casa Bonita;99.9;77.2
501;Cortina Blackout;Hogar;Decoración;Casa Bonita;119.9;92.6
502;Mantel Rectangular;Hogar;Decoración;Casa Bonita;39.9;29.8
503;Funda para Cojín;Hogar;Decoración;Casa Bonita;19.9;14.1
504;Lámpara de Mesa;Hogar;Decoración;Philips;129.9;101.3
505;Portavelas de Vidrio;Hogar;Decoración;Concepts Life;18.9;13.3
506;Canasta Decorativa;Hogar;Decoración;Casa Bonita;27.9;20.1
