id_cliente;probabilidad_abandono;riesgo
1330;0.89;Alto
1331;0.49;Medio
1332;0.02;Bajo
1333;0.06;Bajo
1334;0.06;Bajo
1335;0.08;Bajo
1336;0.04;Bajo
1337;0.03;Bajo
1338;0.01;Bajo
1339;0.01;Bajo
1340;0.35;Medio
1341;0.1;Bajo
1342;0.0;
1343;0.02;Bajo
1344;0.1;Bajo
1345;0.04;Bajo
1346;0.03;Bajo
1347;0.05;Bajo
1348;0.74;Alto
1349;0.03;Bajo
1350;0.38;Medio
1351;0.08;Bajo
1352;0.79;Alto
1353;0.97;Alto
1354;0.13;Bajo
1355;0.02;Bajo
1356;0.03;Bajo
1357;0.68;Medio
1358;0.05;Bajo
1359;0.0;
1360;0.0;
1361;0.69;Medio
1362;0.19;Bajo
1363;0.03;Bajo
1364;0.0;
1365;0.01;Bajo
1366;0.07;Bajo
1367;0.12;Bajo
1368;0.05;Bajo
1369;0.46;Medio
1370;0.09;Bajo
1371;0.09;Bajo
1372;0.05;Bajo
1373;0.06;Bajo
1374;0.02;Bajo
1375;0.08;Bajo
1376;0.21;Bajo
1377;0.05;Bajo
1378;0.05;Bajo
1379;0.86;Alto
1380;0.97;Alto
1381;0.08;Bajo
1382;0.01;Bajo
1383;0.05;Bajo
1384;0.82;Alto
1385;0.08;Bajo
1386;0.03;Bajo
1387;0.65;Medio
1388;0.0;
1389;0.35;Medio
1390;0.36;Medio
1391;0.42;Medio
1392;0.07;Bajo
1393;0.67;Medio
1394;0.86;Alto
1395;0.01;Bajo
1396;0.0;
1397;0.74;Alto
1398;0.25;Bajo
1399;0.09;Bajo
1400;0.92;Alto
1401;0.01;Bajo
1402;0.06;Bajo
1403;0.07;Bajo
1404;0.88;Alto
1405;0.1;Bajo
1406;0.01;Bajo
1407;0.05;Bajo
1408;0.22;Bajo
1409;0.01;Bajo
1410;0.6;Medio
1411;0.0;
1412;0.0;
1413;0.1;Bajo
1414;0.07;Bajo
1415;0.0;
1416;0.01;Bajo
1417;0.2;Bajo
1418;0.21;Bajo
1419;0.01;Bajo
1420;0.02;Bajo
1421;0.05;Bajo
1422;0.01;Bajo
1423;0.03;Bajo
1424;0.39;Medio
1425;0.18;Bajo
1426;0.1;Bajo
1427;0.0;
1428;0.03;Bajo
1429;0.0;
1430;0.06;Bajo
1431;0.0;
1432;0.86;Alto
1433;0.48;Medio
1434;0.11;Bajo
1435;0.09;Bajo
1436;0.08;Bajo
1437;0.95;Alto
1438;0.13;Bajo
1439;0.01;Bajo
1440;0.06;Bajo
1441;0.8;Alto
1442;0.05;Bajo
1443;0.73;Alto
1444;0.59;Medio
1445;0.41;Medio
1446;0.0;
1447;0.06;Bajo
1448;0.82;Alto
1449;0.07;Bajo
1450;0.06;Bajo
1451;0.04;Bajo
1452;0.0;
1453;0.19;Bajo
1454;0.01;Bajo
1455;0.6;Medio
1456;0.07;Bajo
1457;0.07;Bajo
1458;0.01;Bajo
1459;0.02;Bajo
1460;0.02;Bajo
1461;0.11;Bajo
1462;0.0;
1463;0.14;Bajo
1464;0.26;Bajo
1465;0.01;Bajo
1466;0.27;Bajo
1467;0.21;Bajo
1468;0.07;Bajo
1469;0.76;Alto
1470;0.12;Bajo
1471;0.14;Bajo
1472;0.76;Alto
1473;0.07;Bajo
1474;0.68;Medio
1475;0.83;Alto
1476;0.02;Bajo
1477;0.63;Medio
1478;0.0;
1479;0.29;Bajo
1480;0.0;
1481;0.11;Bajo
1482;0.01;Bajo
1483;0.0;
1484;0.25;Bajo
1485;0.02;Bajo
1486;0.0;
1487;0.0;
1488;0.34;Medio
1489;0.02;Bajo
1490;0.02;Bajo
1491;0.77;Alto
1492;0.76;Alto
1493;0.11;Bajo
1494;0.71;Alto
1495;0.02;Bajo
1496;0.07;Bajo
1497;0.18;Bajo
1498;0.09;Bajo
1499;0.0;
1500;0.57;Medio
1501;0.1;Bajo
1502;0.03;Bajo
1503;0.88;Alto
1504;0.04;Bajo
1505;0.0;
1506;0.07;Bajo
1507;0.06;Bajo
1508;0.1;Bajo
1509;0.67;Medio
1510;0.0;
1511;0.06;Bajo
1512;0.78;Alto
1513;0.04;Bajo
1514;0.02;Bajo
1515;0.22;Bajo
1516;0.04;Bajo
1517;0.01;Bajo
1518;0.03;Bajo
1519;0.67;Medio
1520;0.62;Medio
1521;0.87;Alto
1522;0.22;Bajo
1523;0.0;
1524;0.11;Bajo
1525;1.0;Alto
1526;0.81;Alto
1527;0.0;
1528;0.11;Bajo
1529;0.27;Bajo
1530;0.77;Alto
1531;0.17;Bajo
1532;0.91;Alto
1533;0.07;Bajo
1534;0.32;Medio
1535;0.82;Alto
1536;0.01;Bajo
1537;0.04;Bajo
1538;0.01;Bajo
1539;0.04;Bajo
1540;0.08;Bajo
1541;0.01;Bajo
1542;0.24;Bajo
1543;0.01;Bajo
1544;0.03;Bajo
1545;0.0;
1546;0.42;Medio
1547;0.57;Medio
1548;0.19;Bajo
1549;0.09;Bajo
1550;0.0;
1551;0.07;Bajo
1552;0.0;
1553;0.81;Alto
1554;0.15;Bajo
1555;0.1;Bajo
1556;0.02;Bajo
1557;0.1;Bajo
1558;0.66;Medio
1559;0.08;Bajo
1560;0.18;Bajo
1561;0.43;Medio
1562;0.0;
1563;0.11;Bajo
1564;0.06;Bajo
1565;0.46;Medio
1566;0.01;Bajo
1567;0.0;
1568;0.21;Bajo
1569;0.49;Medio
1570;0.01;Bajo
1571;0.0;
1572;0.03;Bajo
1573;0.76;Alto
1574;0.04;Bajo
1575;0.02;Bajo
1576;0.63;Medio
1577;0.0;
1578;0.14;Bajo
1579;0.07;Bajo
1580;0.81;Alto
1581;0.87;Alto
1582;0.13;Bajo
1583;0.02;Bajo
1584;0.06;Bajo
1585;0.05;Bajo
1586;0.14;Bajo
1587;0.05;Bajo
1588;0.95;Alto
1589;0.02;Bajo
1590;0.02;Bajo
1591;0.08;Bajo
1592;0.08;Bajo
1593;0.07;Bajo
1594;0.02;Bajo
1595;0.01;Bajo
1596;0.14;Bajo
1597;0.04;Bajo
1598;0.8;Alto
1599;0.1;Bajo
1600;0.2;Bajo
1601;0.26;Bajo
1602;0.0;
1603;0.01;Bajo
1604;0.01;Bajo
1605;0.91;Alto
1606;0.73;Alto
1607;0.0;
1608;0.09;Bajo
1609;0.1;Bajo
1610;0.03;Bajo
1611;0.19;Bajo
1612;0.0;
1613;0.04;Bajo
1614;0.12;Bajo
1615;0.01;Bajo
1616;0.06;Bajo
1617;0.79;Alto
1618;0.27;Bajo
1619;0.0;
1620;0.87;Alto
1621;0.22;Bajo
1622;0.64;Medio
1623;0.02;Bajo
1624;0.63;Medio
1625;0.46;Medio
1626;0.05;Bajo
1627;0.01;Bajo
1628;0.1;Bajo
1629;0.16;Bajo
1630;0.01;Bajo
1631;0.03;Bajo
1632;0.0;
1633;0.01;Bajo
1634;0.02;Bajo
1635;0.05;Bajo
1636;0.01;Bajo
1637;0.03;Bajo
1638;0.08;Bajo
1639;0.98;Alto
1640;0.0;
1641;0.02;Bajo
1642;0.71;Alto
1643;0.89;Alto
1644;0.11;Bajo
1645;0.07;Bajo
1646;0.87;Alto
1647;0.03;Bajo
1648;0.17;Bajo
1649;0.28;Bajo
1650;0.03;Bajo
1651;0.0;
1652;0.82;Alto
1653;0.26;Bajo
1654;0.58;Medio
1655;0.48;Medio
1656;0.05;Bajo
1657;0.06;Bajo
1658;0.09;Bajo
1659;0.03;Bajo
1660;0.01;Bajo
1661;0.05;Bajo
1662;0.06;Bajo
1663;0.04;Bajo
1664;0.04;Bajo
1665;0.01;Bajo
1666;0.11;Bajo
1667;0.25;Bajo
1668;0.71;Alto
1669;0.06;Bajo
1670;0.2;Bajo
1671;0.03;Bajo
1672;0.02;Bajo
1673;0.0;
1674;0.96;Alto
1675;0.05;Bajo
1676;0.01;Bajo
1677;1.0;Alto
1678;0.02;Bajo
1679;0.02;Bajo
1680;0.08;Bajo
1681;0.06;Bajo
1682;0.0;
1683;0.02;Bajo
1684;0.25;Bajo
1685;0.04;Bajo
1686;0.01;Bajo
1687;0.09;Bajo
1688;0.16;Bajo
1689;0.09;Bajo
1690;0.01;Bajo
1691;0.02;Bajo
1692;0.01;Bajo
1693;0.23;Bajo
1694;0.93;Alto
1695;0.01;Bajo
1696;0.95;Alto
1697;0.0;
1698;0.0;
1699;0.09;Bajo
1700;0.0;
1701;0.01;Bajo
1702;0.0;
1703;0.45;Medio
1704;0.01;Bajo
1705;0.59;Medio
1706;0.69;Medio
1707;0.06;Bajo
1708;0.0;
1709;0.0;
1710;0.59;Medio
1711;0.04;Bajo
1712;0.09;Bajo
1713;0.01;Bajo
1714;0.03;Bajo
1715;0.01;Bajo
1716;0.0;
1717;0.0;
1718;0.65;Medio
1719;0.09;Bajo
1720;0.06;Bajo
1721;0.31;Medio
1722;0.0;
1723;0.15;Bajo
1724;0.0;
1725;0.99;Alto
1726;0.07;Bajo
1727;0.68;Medio
1728;0.21;Bajo
1729;0.61;Medio
1730;0.89;Alto
1731;0.08;Bajo
1732;0.63;Medio
1733;0.0;
1734;0.0;
1735;0.86;Alto
1736;0.09;Bajo
1737;0.07;Bajo
1738;0.03;Bajo
1739;0.02;Bajo
1740;0.0;
1741;0.16;Bajo
1742;0.15;Bajo
1743;0.0;
1744;0.0;
1745;0.09;Bajo
1746;0.25;Bajo
1747;0.06;Bajo
1748;0.02;Bajo
1749;0.03;Bajo
1750;0.61;Medio
1751;0.07;Bajo
1752;0.86;Alto
1753;0.09;Bajo
1754;0.98;Alto
1755;0.03;Bajo
1756;0.64;Medio
1757;0.9;Alto
1758;0.0;
1759;0.76;Alto
1760;0.15;Bajo
1761;0.83;Alto
1762;0.04;Bajo
1763;0.21;Bajo
1764;0.01;Bajo
1765;0.95;Alto
1766;0.01;Bajo
1767;0.66;Medio
1768;0.61;Medio
1769;0.56;Medio
1770;0.0;
1771;0.5;Medio
1772;0.13;Bajo
1773;0.04;Bajo
1774;0.06;Bajo
1775;0.6;Medio
1776;0.99;Alto
1777;0.0;
1778;0.03;Bajo
1779;0.96;Alto
1780;0.84;Alto
1781;0.77;Alto
1782;0.01;Bajo
1783;0.04;Bajo
1784;0.01;Bajo
1785;0.99;Alto
1786;0.68;Medio
1787;0.19;Bajo
1788;0.79;Alto
1789;0.11;Bajo
1790;0.15;Bajo
1791;0.79;Alto
1792;0.99;Alto
1793;0.02;Bajo
1794;0.0;
1795;0.63;Medio
1796;0.89;Alto
1797;0.1;Bajo
1798;0.16;Bajo
1799;0.65;Medio
1800;0.0;
1801;0.04;Bajo
1802;0.01;Bajo
1803;0.05;Bajo
1804;0.78;Alto
1805;0.01;Bajo
1806;0.99;Alto
1807;0.0;
1808;0.03;Bajo
1809;0.03;Bajo
1810;0.11;Bajo
1811;0.08;Bajo
1812;0.0;
1813;0.09;Bajo
1814;0.01;Bajo
1815;0.09;Bajo
1816;0.24;Bajo
1817;0.04;Bajo
1818;0.05;Bajo
1819;0.32;Medio
1820;0.0;
1821;0.82;Alto
1822;0.0;
1823;0.18;Bajo
1824;0.22;Bajo
1825;0.82;Alto
1826;0.01;Bajo
1827;0.02;Bajo
1828;0.03;Bajo
1829;0.01;Bajo
1830;0.13;Bajo
1831;0.01;Bajo
1832;0.76;Alto
1833;0.05;Bajo
1834;0.27;Bajo
1835;0.31;Medio
1836;0.11;Bajo
1837;0.79;Alto
1838;0.11;Bajo
1839;0.85;Alto
1840;0.02;Bajo
1841;0.0;
1842;0.23;Bajo
1843;0.03;Bajo
1844;0.21;Bajo
1845;0.28;Bajo
1846;0.03;Bajo
1847;0.13;Bajo
1848;0.25;Bajo
1849;0.05;Bajo
1850;0.0;
1851;0.0;
1852;0.0;
1853;0.0;
1854;0.9;Alto
1855;0.04;Bajo
1856;0.08;Bajo
1857;0.15;Bajo
1858;0.0;
1859;0.74;Alto
1860;0.0;
1861;0.46;Medio
1862;0.04;Bajo
1863;0.09;Bajo
1864;0.1;Bajo
1865;0.81;Alto
1866;0.0;
1867;0.01;Bajo
1868;0.13;Bajo
1869;0.01;Bajo
1870;0.09;Bajo
1871;0.03;Bajo
1872;0.01;Bajo
1873;0.06;Bajo
1874;0.02;Bajo
1875;0.04;Bajo
1876;0.03;Bajo
1877;0.06;Bajo
1878;0.07;Bajo
1879;0.18;Bajo
1880;0.0;
1881;0.3;Bajo
1882;0.03;Bajo
1883;0.09;Bajo
1884;0.0;
1885;0.03;Bajo
1886;0.06;Bajo
1887;0.65;Medio
1888;0.81;Alto
1889;0.03;Bajo
1890;0.0;
1891;0.08;Bajo
1892;0.11;Bajo
1893;0.03;Bajo
1894;0.29;Bajo
1895;0.17;Bajo
1896;0.01;Bajo
1897;0.0;
1898;0.01;Bajo
1899;0.06;Bajo
1900;0.19;Bajo
1901;0.01;Bajo
1902;0.23;Bajo
1903;0.36;Medio
1904;0.04;Bajo
1905;0.42;Medio
1906;0.19;Bajo
1907;0.8;Alto
1908;0.13;Bajo
1909;0.01;Bajo
1910;0.19;Bajo
1911;0.0;
1912;0.47;Medio
1913;0.02;Bajo
1914;0.19;Bajo
1915;0.98;Alto
1916;0.68;Medio
1917;0.96;Alto
1918;0.27;Bajo
1919;0.07;Bajo
1920;0.01;Bajo
1921;0.68;Medio
1922;0.0;
1923;0.0;
1924;0.08;Bajo
1925;0.0;
1926;0.03;Bajo
1927;0.52;Medio
1928;0.05;Bajo
1929;0.01;Bajo
1930;0.63;Medio
1931;0.08;Bajo
1932;0.04;Bajo
1933;0.87;Alto
1934;0.0;
1935;0.1;Bajo
1936;0.07;Bajo
1937;0.15;Bajo
1938;0.02;Bajo
1939;0.0;
1940;0.25;Bajo
1941;0.07;Bajo
1942;0.04;Bajo
1943;0.12;Bajo
1944;0.01;Bajo
1945;0.65;Medio
1946;0.03;Bajo
1947;0.06;Bajo
1948;0.08;Bajo
1949;0.03;Bajo
1950;0.11;Bajo
1951;0.18;Bajo
1952;0.0;
1953;0.0;
1954;0.03;Bajo
1955;0.45;Medio
1956;0.01;Bajo
1957;0.11;Bajo
1958;0.62;Medio
1959;0.6;Medio
1960;0.29;Bajo
1961;0.97;Alto
1962;0.06;Bajo
1963;0.3;Bajo
1964;0.09;Bajo
1965;0.74;Alto
1966;0.1;Bajo
1967;0.9;Alto
1968;0.09;Bajo
1969;0.89;Alto
1970;0.04;Bajo
1971;0.01;Bajo
1972;0.64;Medio
1973;0.04;Bajo
1974;0.06;Bajo
1975;0.17;Bajo
1976;0.25;Bajo
1977;0.04;Bajo
1978;0.26;Bajo
1979;0.07;Bajo
1980;0.04;Bajo
1981;0.04;Bajo
1982;0.16;Bajo
1983;0.12;Bajo
1984;0.0;
1985;0.02;Bajo
1986;0.03;Bajo
1987;0.0;
1988;0.02;Bajo
1989;0.07;Bajo
1990;0.02;Bajo
1991;0.6;Medio
1992;0.96;Alto
1993;0.02;Bajo
1994;0.03;Bajo
1995;0.02;Bajo
1996;0.68;Medio
1997;0.0;
1998;0.06;Bajo
1999;0.02;Bajo
2000;0.88;Alto
2001;0.55;Medio
2002;0.92;Alto
2003;0.22;Bajo
2004;0.77;Alto
2005;0.25;Bajo
2006;0.42;Medio
2007;0.06;Bajo
2008;0.57;Medio
2009;0.0;
2010;0.24;Bajo
2011;0.13;Bajo
2012;0.19;Bajo
2013;0.34;Medio
2014;0.0;
2015;0.13;Bajo
2016;0.03;Bajo
2017;0.14;Bajo
2018;0.01;Bajo
2019;0.06;Bajo
2020;0.09;Bajo
2021;0.08;Bajo
2022;0.06;Bajo
2023;0.29;Bajo
2024;0.0;
2025;0.18;Bajo
2026;0.11;Bajo
2027;0.03;Bajo
2028;0.07;Bajo
2029;0.01;Bajo
2030;0.16;Bajo
2031;0.02;Bajo
2032;0.0;
2033;0.21;Bajo
2034;0.08;Bajo
2035;0.0;
2036;0.02;Bajo
2037;0.87;Alto
2038;0.56;Medio
2039;0.16;Bajo
2040;0.37;Medio
2041;0.06;Bajo
2042;0.05;Bajo
2043;0.0;
2044;0.71;Alto
2045;0.0;
2046;0.0;
2047;0.05;Bajo
2048;0.17;Bajo
2049;0.87;Alto
2050;0.75;Alto
2051;0.02;Bajo
2052;0.0;
2053;0.01;Bajo
2054;0.8;Alto
2055;0.73;Alto
2056;0.0;
2057;0.58;Medio
2058;0.01;Bajo
2059;0.0;
2060;0.7;Medio
2061;0.57;Medio
2062;0.84;Alto
2063;0.05;Bajo
2064;0.6;Medio
2065;0.04;Bajo
2066;0.06;Bajo
2067;0.16;Bajo
2068;0.05;Bajo
2069;0.23;Bajo
2070;0.79;Alto
2071;0.11;Bajo
2072;0.2;Bajo
2073;0.06;Bajo
2074;0.02;Bajo
2075;0.03;Bajo
2076;0.0;
2077;0.0;
2078;0.08;Bajo
2079;0.17;Bajo
2080;0.66;Medio
2081;0.0;
2082;0.11;Bajo
2083;0.13;Bajo
2084;0.96;Alto
2085;0.04;Bajo
2086;0.89;Alto
2087;0.01;Bajo
2088;0.01;Bajo
2089;0.27;Bajo
2090;0.08;Bajo
2091;0.82;Alto
2092;0.28;Bajo
2093;0.15;Bajo
2094;0.13;Bajo
2095;0.78;Alto
2096;0.0;
2097;0.03;Bajo
2098;0.0;
2099;0.61;Medio
2100;0.04;Bajo
2101;0.24;Bajo
2102;0.03;Bajo
2103;0.0;
2104;0.09;Bajo
2105;0.81;Alto
2106;0.33;Medio
2107;0.05;Bajo
2108;0.0;
2109;0.03;Bajo
2110;0.02;Bajo
2111;0.01;Bajo
2112;0.91;Alto
2113;0.06;Bajo
2114;0.05;Bajo
2115;0.16;Bajo
2116;0.04;Bajo
2117;0.73;Alto
2118;0.9;Alto
2119;0.27;Bajo
2120;0.01;Bajo
2121;0.06;Bajo
2122;0.0;
2123;0.88;Alto
2124;0.71;Alto
2125;0.11;Bajo
2126;0.0;
2127;0.1;Bajo
2128;0.12;Bajo
2129;0.01;Bajo
2130;0.84;Alto
2131;0.03;Bajo
2132;0.0;
2133;0.69;Medio
2134;0.79;Alto
2135;0.01;Bajo
2136;0.53;Medio
2137;0.0;
2138;0.05;Bajo
2139;0.01;Bajo
2140;0.03;Bajo
2141;0.06;Bajo
2142;0.03;Bajo
2143;0.03;Bajo
2144;0.7;Medio
2145;0.12;Bajo
2146;0.73;Alto
2147;0.1;Bajo
2148;0.45;Medio
2149;0.01;Bajo
2150;0.19;Bajo
2151;0.05;Bajo
2152;0.21;Bajo
2153;0.94;Alto
2154;0.01;Bajo
2155;0.73;Alto
2156;0.19;Bajo
2157;0.0;
2158;0.06;Bajo
2159;0.85;Alto
2160;0.73;Alto
2161;0.01;Bajo
2162;0.1;Bajo
2163;0.05;Bajo
2164;0.88;Alto
2165;0.11;Bajo
2166;0.0;
2167;0.4;Medio
2168;0.4;Medio
2169;0.17;Bajo
2170;0.12;Bajo
2171;0.09;Bajo
2172;0.23;Bajo
2173;0.0;
2174;0.01;Bajo
2175;0.93;Alto
2176;0.0;
2177;0.01;Bajo
2178;0.86;Alto
2179;0.16;Bajo
2180;0.09;Bajo
2181;0.05;Bajo
2182;0.0;
2183;0.03;Bajo
2184;0.64;Medio
2185;0.0;
2186;0.3;Bajo
2187;0.06;Bajo
2188;0.26;Bajo
2189;0.43;Medio
2190;0.14;Bajo
2191;0.06;Bajo
2192;0.04;Bajo
2193;0.08;Bajo
2194;0.04;Bajo
2195;0.04;Bajo
2196;0.0;
2197;0.21;Bajo
2198;0.03;Bajo
2199;0.06;Bajo
2200;0.64;Medio
2201;0.0;
2202;0.25;Bajo
2203;0.24;Bajo
2204;0.61;Medio
2205;0.78;Alto
2206;0.71;Alto
2207;0.06;Bajo
2208;0.02;Bajo
2209;0.86;Alto
2210;0.11;Bajo
2211;0.02;Bajo
2212;0.06;Bajo
2213;0.01;Bajo
2214;0.09;Bajo
2215;0.09;Bajo
2216;0.08;Bajo
2217;0.7;Medio
2218;0.05;Bajo
2219;0.07;Bajo
2220;0.02;Bajo
2221;0.0;
2222;0.81;Alto
2223;0.12;Bajo
2224;0.02;Bajo
2225;0.01;Bajo
2226;0.0;
2227;0.59;Medio
2228;0.01;Bajo
2229;0.78;Alto
2230;0.0;
2231;0.1;Bajo
2232;0.63;Medio
2233;0.37;Medio
2234;0.22;Bajo
2235;0.18;Bajo
2236;0.01;Bajo
2237;0.91;Alto
2238;0.52;Medio
2239;0.13;Bajo
2240;0.11;Bajo
2241;0.03;Bajo
2242;0.01;Bajo
2243;0.07;Bajo
2244;0.58;Medio
2245;0.03;Bajo
2246;0.36;Medio
2247;0.14;Bajo
2248;0.05;Bajo
2249;0.12;Bajo
2250;0.7;Medio
2251;0.07;Bajo
2252;0.63;Medio
2253;0.26;Bajo
2254;0.11;Bajo
2255;0.07;Bajo
2256;0.88;Alto
2257;0.03;Bajo
2258;0.06;Bajo
2259;0.31;Medio
2260;0.46;Medio
2261;0.07;Bajo
2262;0.0;
2263;0.02;Bajo
2264;0.75;Alto
2265;0.04;Bajo
2266;0.0;
2267;0.02;Bajo
2268;0.01;Bajo
2269;0.07;Bajo
2270;0.06;Bajo
2271;0.28;Bajo
2272;0.73;Alto
2273;0.34;Medio
2274;0.02;Bajo
2275;0.03;Bajo
2276;0.12;Bajo
2277;0.0;
2278;0.28;Bajo
2279;0.08;Bajo
2280;0.0;
2281;0.15;Bajo
2282;0.06;Bajo
2283;0.19;Bajo
2284;0.0;
2285;0.22;Bajo
2286;0.89;Alto
2287;0.01;Bajo
2288;0.0;
2289;0.73;Alto
2290;0.01;Bajo
2291;0.02;Bajo
2292;0.32;Medio
2293;0.0;
2294;0.0;
2295;0.12;Bajo
2296;0.75;Alto
2297;0.0;
2298;0.83;Alto
2299;0.89;Alto
2300;0.18;Bajo
2301;0.1;Bajo
2302;0.81;Alto
2303;0.0;
2304;0.13;Bajo
2305;0.01;Bajo
2306;0.02;Bajo
2307;0.07;Bajo
2308;0.03;Bajo
2309;0.11;Bajo
2310;0.19;Bajo
2311;0.06;Bajo
2312;0.34;Medio
2313;0.15;Bajo
2314;0.96;Alto
2315;0.0;
2316;0.04;Bajo
2317;0.89;Alto
2318;0.74;Alto
2319;0.05;Bajo
2320;0.08;Bajo
2321;0.16;Bajo
2322;0.79;Alto
2323;0.01;Bajo
2324;0.02;Bajo
2325;0.09;Bajo
2326;0.11;Bajo
2327;0.65;Medio
2328;0.7;Medio
2329;0.0;
2330;0.01;Bajo
2331;0.02;Bajo
2332;0.0;
2333;0.0;
2334;0.85;Alto
2335;0.0;
2336;0.9;Alto
2337;0.89;Alto
2338;0.02;Bajo
2339;0.03;Bajo
2340;0.01;Bajo
2341;0.14;Bajo
2342;0.01;Bajo
2343;0.0;
2344;0.3;Bajo
2345;0.05;Bajo
2346;0.85;Alto
2347;0.01;Bajo
2348;0.81;Alto
2349;0.0;
2350;0.86;Alto
2351;0.02;Bajo
2352;0.85;Alto
2353;0.08;Bajo
2354;0.04;Bajo
2355;0.0;
2356;0.0;
2357;0.04;Bajo
2358;0.0;
2359;0.04;Bajo
2360;0.17;Bajo
2361;0.1;Bajo
2362;0.07;Bajo
2363;0.01;Bajo
2364;0.84;Alto
2365;0.0;
2366;0.02;Bajo
2367;0.12;Bajo
2368;0.88;Alto
2369;0.94;Alto
2370;0.74;Alto
2371;0.0;
2372;0.0;
2373;0.03;Bajo
2374;0.03;Bajo
2375;0.86;Alto
2376;0.13;Bajo
2377;0.01;Bajo
2378;0.12;Bajo
2379;0.0;
2380;0.0;
2381;0.19;Bajo
2382;0.01;Bajo
2383;0.01;Bajo
2384;0.99;Alto
2385;0.23;Bajo
2386;0.16;Bajo
2387;0.02;Bajo
2388;0.81;Alto
2389;0.94;Alto
2390;0.04;Bajo
2391;0.21;Bajo
2392;0.2;Bajo
2393;0.09;Bajo
2394;0.95;Alto
2395;0.08;Bajo
2396;0.19;Bajo
2397;0.53;Medio
2398;0.01;Bajo
2399;0.01;Bajo
2400;0.01;Bajo
2401;0.02;Bajo
2402;0.77;Alto
2403;0.08;Bajo
2404;0.05;Bajo
2405;0.01;Bajo
2406;0.18;Bajo
2407;0.0;
2408;0.05;Bajo
2409;0.78;Alto
2410;0.14;Bajo
2411;0.0;
2412;0.06;Bajo
2413;0.1;Bajo
2414;0.15;Bajo
2415;0.05;Bajo
2416;0.0;
2417;0.03;Bajo
2418;0.14;Bajo
2419;0.0;
2420;0.04;Bajo
2421;0.03;Bajo
2422;0.0;
2423;0.07;Bajo
2424;0.09;Bajo
2425;0.66;Medio
2426;0.06;Bajo
2427;0.02;Bajo
2428;0.01;Bajo
2429;0.02;Bajo
2430;0.0;
2431;0.62;Medio
2432;0.01;Bajo
2433;0.0;
2434;0.22;Bajo
2435;0.37;Medio
2436;0.75;Alto
2437;0.82;Alto
2438;0.0;
2439;0.03;Bajo
2440;0.91;Alto
2441;0.05;Bajo
2442;0.37;Medio
2443;0.0;
2444;0.75;Alto
2445;0.0;
2446;0.09;Bajo
2447;0.01;Bajo
2448;0.0;
2449;0.02;Bajo
2450;0.0;
2451;0.0;
2452;0.04;Bajo
2453;0.15;Bajo
2454;0.78;Alto
2455;0.84;Alto
2456;0.01;Bajo
2457;0.18;Bajo
2458;0.79;Alto
2459;0.07;Bajo
2460;0.61;Medio
2461;0.01;Bajo
2462;0.07;Bajo
2463;0.23;Bajo
2464;0.84;Alto
2465;0.16;Bajo
2466;0.17;Bajo
2467;0.0;
2468;0.11;Bajo
2469;0.24;Bajo
2470;0.85;Alto
2471;0.01;Bajo
2472;0.03;Bajo
2473;0.04;Bajo
2474;0.07;Bajo
2475;0.96;Alto
2476;0.17;Bajo
2477;0.0;
2478;0.04;Bajo
2479;0.7;Medio
2480;0.03;Bajo
2481;0.11;Bajo
2482;0.0;
2483;0.0;
2484;0.01;Bajo
2485;0.0;
2486;0.0;
2487;0.69;Medio
2488;0.37;Medio
2489;0.0;
2490;0.0;
2491;0.02;Bajo
2492;0.17;Bajo
2493;0.03;Bajo
2494;0.01;Bajo
2495;0.01;Bajo
2496;0.04;Bajo
2497;0.07;Bajo
2498;0.02;Bajo
2499;0.0;
2500;0.02;Bajo
2501;0.44;Medio
2502;0.04;Bajo
2503;0.1;Bajo
2504;0.84;Alto
2505;0.87;Alto
2506;0.01;Bajo
2507;0.28;Bajo
2508;0.06;Bajo
2509;0.44;Medio
2510;0.01;Bajo
2511;0.03;Bajo
2512;0.55;Medio
2513;0.76;Alto
2514;0.0;
2515;0.06;Bajo
2516;0.25;Bajo
2517;0.78;Alto
2518;0.04;Bajo
2519;0.03;Bajo
2520;0.79;Alto
2521;0.82;Alto
2522;0.14;Bajo
2523;0.73;Alto
2524;0.0;
2525;0.02;Bajo
2526;0.03;Bajo
2527;0.01;Bajo
2528;0.6;Medio
2529;0.15;Bajo
2530;0.11;Bajo
2531;0.02;Bajo
2532;0.3;Bajo
2533;0.16;Bajo
2534;0.82;Alto
2535;0.76;Alto
2536;0.0;
2537;0.04;Bajo
2538;0.01;Bajo
2539;0.0;
2540;0.0;
2541;0.01;Bajo
2542;0.05;Bajo
2543;0.2;Bajo
2544;0.94;Alto
2545;0.0;
2546;0.02;Bajo
2547;0.0;
2548;0.0;
2549;0.71;Alto
2550;0.01;Bajo
2551;0.13;Bajo
2552;0.44;Medio
2553;0.75;Alto
2554;0.01;Bajo
2555;0.86;Alto
2556;0.17;Bajo
2557;0.18;Bajo
2558;0.0;
2559;0.01;Bajo
2560;0.03;Bajo
2561;0.01;Bajo
2562;0.28;Bajo
2563;0.72;Alto
2564;0.03;Bajo
2565;0.04;Bajo
2566;0.01;Bajo
2567;0.04;Bajo
2568;0.13;Bajo
2569;0.15;Bajo
2570;0.0;
2571;0.0;
2572;0.02;Bajo
2573;0.0;
2574;0.09;Bajo
2575;0.0;
2576;0.9;Alto
2577;0.04;Bajo
2578;0.03;Bajo
2579;0.4;Medio
2580;0.04;Bajo
