id_cliente;cluster;nombre_segmento;recencia;frecuencia;monto
1237;0;Leales / Frecuentes;181;4;64.9
1238;1;En Riesgo / Inactivos;4;9;985.8
1239;1;En Riesgo / Inactivos;18;16;2119.1
1240;0;Leales / Frecuentes;225;3;138.2
1241;0;Leales / Frecuentes;104;4;345.9
1242;2;Campeones / VIP;2;11;354.156
1243;0;Leales / Frecuentes;141;6;163.4
1244;0;Leales / Frecuentes;80;5;91.89999999999999
1245;0;Leales / Frecuentes;10;5;235.0
1246;0;Leales / Frecuentes;39;3;99.3
1247;2;Campeones / VIP;74;11;259.0
1248;2;Campeones / VIP;116;7;310.5
1249;0;Leales / Frecuentes;5;6;163.9
1250;0;Leales / Frecuentes;212;6;133.2
1251;0;Leales / Frecuentes;160;2;77.4
1252;0;Leales / Frecuentes;153;4;131.8
1253;1;En Riesgo / Inactivos;57;18;854.52
1254;2;Campeones / VIP;30;6;323.6
1255;1;En Riesgo / Inactivos;175;7;921.51
1256;2;Campeones / VIP;30;5;374.59999999999997
1257;2;Campeones / VIP;117;13;384.956
1258;1;En Riesgo / Inactivos;2;19;1093.8
1259;0;Leales / Frecuentes;45;2;52.41
1260;2;Campeones / VIP;4;10;457.45
1261;2;Campeones / VIP;210;10;278.7
1262;0;Leales / Frecuentes;113;7;198.38400000000001
1263;0;Leales / Frecuentes;70;4;95.10000000000001
1264;0;Leales / Frecuentes;166;5;208.84799999999998
1265;0;Leales / Frecuentes;42;2;119.6
1266;2;Campeones / VIP;20;7;251.3
1267;3;Nuevos / Esporádicos;437;4;77.3
1268;0;Leales / Frecuentes;6;5;106.9
1269;0;Leales / Frecuentes;23;5;85.2
1270;0;Leales / Frecuentes;117;2;277.8
1271;2;Campeones / VIP;35;11;428.5
1272;0;Leales / Frecuentes;146;4;139.10000000000002
1273;1;En Riesgo / Inactivos;16;22;1044.5
1274;0;Leales / Frecuentes;36;3;34.3
1275;0;Leales / Frecuentes;18;4;364.875
1276;3;Nuevos / Esporádicos;405;2;36.5
1277;0;Leales / Frecuentes;127;6;285.09999999999997
1278;2;Campeones / VIP;248;9;254.82
1279;2;Campeones / VIP;22;9;206.0
1280;3;Nuevos / Esporádicos;526;2;110.69999999999999
1281;2;Campeones / VIP;16;6;327.40000000000003
1282;3;Nuevos / Esporádicos;372;2;50.3
1283;2;Campeones / VIP;21;10;307.6
1284;0;Leales / Frecuentes;179;2;105.89999999999999
1285;3;Nuevos / Esporádicos;375;5;211.1
1286;0;Leales / Frecuentes;207;5;375.20000000000005
1287;2;Campeones / VIP;17;6;381.5
1288;1;En Riesgo / Inactivos;86;20;765.24
1289;2;Campeones / VIP;17;11;432.18
1290;0;Leales / Frecuentes;14;5;121.89999999999999
1291;0;Leales / Frecuentes;46;5;161.2
1292;3;Nuevos / Esporádicos;389;5;178.4
1293;2;Campeones / VIP;28;13;241.84
1294;2;Campeones / VIP;102;7;375.34999999999997
1295;0;Leales / Frecuentes;108;2;47.0
1296;0;Leales / Frecuentes;13;2;36.44
1297;0;Leales / Frecuentes;152;2;38.64
1298;3;Nuevos / Esporádicos;322;3;97.1
1299;2;Campeones / VIP;7;8;475.1
1300;2;Campeones / VIP;13;13;499.7
1301;1;En Riesgo / Inactivos;100;10;747.8
1302;0;Leales / Frecuentes;36;2;32.6
1303;0;Leales / Frecuentes;42;5;190.2
1304;2;Campeones / VIP;137;9;421.65
1305;2;Campeones / VIP;86;8;308.59
1306;1;En Riesgo / Inactivos;15;11;623.4
1307;1;En Riesgo / Inactivos;89;11;982.5
1308;0;Leales / Frecuentes;265;4;130.1
1309;2;Campeones / VIP;132;9;428.9
1310;1;En Riesgo / Inactivos;110;11;783.9
1311;2;Campeones / VIP;71;13;383.45
1312;0;Leales / Frecuentes;61;5;99.82
1313;0;Leales / Frecuentes;110;7;130.115
1314;0;Leales / Frecuentes;100;5;230.89999999999998
1315;0;Leales / Frecuentes;118;3;474.8
1316;2;Campeones / VIP;15;11;421.03
1317;0;Leales / Frecuentes;185;3;118.5
1318;0;Leales / Frecuentes;22;7;175.3
1319;0;Leales / Frecuentes;86;7;82.4
1320;0;Leales / Frecuentes;71;8;198.7
1321;3;Nuevos / Esporádicos;514;2;19.46
1322;0;Leales / Frecuentes;128;3;67.0
1323;0;Leales / Frecuentes;39;3;183.7
1324;2;Campeones / VIP;40;8;195.3
1325;3;Nuevos / Esporádicos;376;3;34.2
1326;0;Leales / Frecuentes;51;6;201.1
1327;2;Campeones / VIP;18;13;497.32
1328;0;Leales / Frecuentes;133;3;29.04
1329;2;Campeones / VIP;9;12;465.10499999999996
1330;3;Nuevos / Esporádicos;562;2;58.33
1331;3;Nuevos / Esporádicos;480;2;47.6
1332;0;Leales / Frecuentes;70;8;121.50999999999999
1333;0;Leales / Frecuentes;37;6;259.79999999999995
1334;0;Leales / Frecuentes;36;7;145.165
1335;2;Campeones / VIP;58;9;486.9
1336;0;Leales / Frecuentes;92;5;173.2
1337;0;Leales / Frecuentes;17;6;111.5
1338;1;En Riesgo / Inactivos;7;19;1191.325
1339;2;Campeones / VIP;12;11;306.33
1340;0;Leales / Frecuentes;1;4;85.3
1341;0;Leales / Frecuentes;61;4;173.6
1342;2;Campeones / VIP;49;13;484.62
1343;0;Leales / Frecuentes;91;5;89.3
1344;2;Campeones / VIP;33;7;417.3
1345;2;Campeones / VIP;177;13;499.51
1346;2;Campeones / VIP;49;11;345.3
1347;2;Campeones / VIP;15;8;261.824
1348;0;Leales / Frecuentes;252;3;173.3
1349;2;Campeones / VIP;8;9;392.59999999999997
1350;3;Nuevos / Esporádicos;372;4;201.5
1351;0;Leales / Frecuentes;25;5;139.0
1352;3;Nuevos / Esporádicos;467;3;69.6
1353;3;Nuevos / Esporádicos;700;1;6.5
1354;0;Leales / Frecuentes;33;3;212.7
1355;2;Campeones / VIP;52;10;231.7
1356;2;Campeones / VIP;1;12;317.315
1357;0;Leales / Frecuentes;213;5;179.25
1358;0;Leales / Frecuentes;175;6;289.6
1359;1;En Riesgo / Inactivos;14;13;723.6
1360;1;En Riesgo / Inactivos;111;12;658.0
1361;3;Nuevos / Esporádicos;348;3;80.9
1362;0;Leales / Frecuentes;1;4;134.2
1363;0;Leales / Frecuentes;168;5;81.71000000000001
1364;1;En Riesgo / Inactivos;27;11;662.7
1365;2;Campeones / VIP;83;9;390.4
1366;2;Campeones / VIP;48;8;380.6
1367;0;Leales / Frecuentes;164;5;160.0
1368;0;Leales / Frecuentes;171;5;131.2
1369;0;Leales / Frecuentes;101;3;131.7
1370;2;Campeones / VIP;8;6;529.8000000000001
1371;0;Leales / Frecuentes;39;4;160.9
1372;0;Leales / Frecuentes;18;6;162.6
1373;2;Campeones / VIP;45;13;345.59999999999997
1374;0;Leales / Frecuentes;22;6;218.2
1375;0;Leales / Frecuentes;173;4;117.2
1376;2;Campeones / VIP;60;10;139.2
1377;2;Campeones / VIP;63;10;376.068
1378;0;Leales / Frecuentes;163;5;150.10000000000002
1379;3;Nuevos / Esporádicos;295;3;77.5
1380;3;Nuevos / Esporádicos;450;2;31.41
1381;0;Leales / Frecuentes;71;5;322.0
1382;2;Campeones / VIP;153;8;283.2
1383;0;Leales / Frecuentes;103;4;393.6
1384;3;Nuevos / Esporádicos;349;3;569.3000000000001
1385;0;Leales / Frecuentes;7;4;126.0
1386;2;Campeones / VIP;3;11;349.26
1387;0;Leales / Frecuentes;193;5;238.6
1388;1;En Riesgo / Inactivos;7;17;632.64
1389;0;Leales / Frecuentes;47;2;49.300000000000004
1390;3;Nuevos / Esporádicos;334;4;184.5
1391;3;Nuevos / Esporádicos;376;3;196.1
1392;1;En Riesgo / Inactivos;22;18;645.55
1393;2;Campeones / VIP;182;10;262.6
1394;0;Leales / Frecuentes;246;4;58.900000000000006
1395;0;Leales / Frecuentes;2;6;183.2
1396;0;Leales / Frecuentes;8;7;176.9
1397;0;Leales / Frecuentes;74;3;40.6
1398;0;Leales / Frecuentes;87;4;60.599999999999994
1399;0;Leales / Frecuentes;86;3;269.0
1400;3;Nuevos / Esporádicos;381;3;80.60000000000001
1401;2;Campeones / VIP;170;9;541.3
1402;1;En Riesgo / Inactivos;62;13;650.6
1403;0;Leales / Frecuentes;102;7;174.9
1404;3;Nuevos / Esporádicos;481;3;59.400000000000006
1405;2;Campeones / VIP;30;6;385.1
1406;2;Campeones / VIP;56;8;574.4
1407;2;Campeones / VIP;21;11;286.09999999999997
1408;0;Leales / Frecuentes;154;4;115.89999999999999
1409;2;Campeones / VIP;17;9;302.4
1410;0;Leales / Frecuentes;7;3;61.9
1411;1;En Riesgo / Inactivos;0;17;591.56
1412;2;Campeones / VIP;3;10;562.0
1413;0;Leales / Frecuentes;150;5;286.29999999999995
1414;1;En Riesgo / Inactivos;12;12;814.5
1415;1;En Riesgo / Inactivos;24;16;785.02
1416;2;Campeones / VIP;30;9;374.09999999999997
1417;0;Leales / Frecuentes;62;3;345.5
1418;0;Leales / Frecuentes;157;2;24.075
1419;1;En Riesgo / Inactivos;8;13;556.8679999999999
1420;2;Campeones / VIP;27;9;258.9
1421;2;Campeones / VIP;95;13;253.7
1422;2;Campeones / VIP;58;7;262.515
1423;0;Leales / Frecuentes;19;7;122.365
1424;0;Leales / Frecuentes;42;4;404.5
1425;2;Campeones / VIP;109;6;459.21
1426;0;Leales / Frecuentes;13;4;127.89999999999999
1427;1;En Riesgo / Inactivos;56;10;937.81
1428;1;En Riesgo / Inactivos;123;12;928.1
1429;1;En Riesgo / Inactivos;38;19;757.895
1430;2;Campeones / VIP;66;10;379.29999999999995
1431;1;En Riesgo / Inactivos;4;13;554.4
1432;3;Nuevos / Esporádicos;419;3;84.5
1433;3;Nuevos / Esporádicos;355;2;143.6
1434;2;Campeones / VIP;34;8;235.76000000000002
1435;0;Leales / Frecuentes;123;3;85.3
1436;2;Campeones / VIP;87;7;291.8
1437;3;Nuevos / Esporádicos;699;1;4.7
1438;2;Campeones / VIP;89;5;441.5
1439;0;Leales / Frecuentes;177;6;122.39999999999999
1440;2;Campeones / VIP;33;7;252.7
1441;3;Nuevos / Esporádicos;333;2;86.7
1442;2;Campeones / VIP;21;12;212.8
1443;3;Nuevos / Esporádicos;488;2;41.0
1444;0;Leales / Frecuentes;202;4;83.6
1445;3;Nuevos / Esporádicos;343;4;140.1
1446;2;Campeones / VIP;144;12;346.9
1447;2;Campeones / VIP;3;10;492.8
1448;0;Leales / Frecuentes;199;3;105.4
1449;0;Leales / Frecuentes;3;4;195.648
1450;0;Leales / Frecuentes;50;5;88.69999999999999
1451;2;Campeones / VIP;36;9;175.62
1452;2;Campeones / VIP;62;10;458.09999999999997
1453;0;Leales / Frecuentes;91;5;351.4
1454;2;Campeones / VIP;2;8;178.9
1455;1;En Riesgo / Inactivos;183;11;718.06
1456;0;Leales / Frecuentes;98;6;97.0
1457;0;Leales / Frecuentes;17;7;159.3
1458;0;Leales / Frecuentes;72;6;118.89999999999999
1459;0;Leales / Frecuentes;163;7;207.29999999999998
1460;0;Leales / Frecuentes;17;7;238.77999999999997
1461;0;Leales / Frecuentes;45;5;199.39999999999998
1462;2;Campeones / VIP;50;14;316.3
1463;2;Campeones / VIP;84;8;699.7
1464;0;Leales / Frecuentes;10;4;60.8
1465;2;Campeones / VIP;1;13;307.71999999999997
1466;0;Leales / Frecuentes;62;4;25.8
1467;0;Leales / Frecuentes;105;2;62.199999999999996
1468;2;Campeones / VIP;3;9;252.4
1469;3;Nuevos / Esporádicos;432;2;11.100000000000001
1470;2;Campeones / VIP;78;5;462.7
1471;0;Leales / Frecuentes;88;3;60.9
1472;3;Nuevos / Esporádicos;343;5;149.1
1473;0;Leales / Frecuentes;151;6;291.5
1474;0;Leales / Frecuentes;186;8;180.8
1475;3;Nuevos / Esporádicos;544;3;50.6
1476;0;Leales / Frecuentes;64;7;125.8
1477;3;Nuevos / Esporádicos;304;3;37.699999999999996
1478;2;Campeones / VIP;35;9;423.0
1479;0;Leales / Frecuentes;69;3;210.7
1480;2;Campeones / VIP;16;12;354.448
1481;2;Campeones / VIP;33;8;540.8
1482;2;Campeones / VIP;19;9;493.96000000000004
1483;1;En Riesgo / Inactivos;26;21;862.3
1484;1;En Riesgo / Inactivos;99;7;967.3000000000001
1485;2;Campeones / VIP;94;8;286.4
1486;2;Campeones / VIP;44;10;458.5
1487;1;En Riesgo / Inactivos;8;16;534.798
1488;0;Leales / Frecuentes;285;4;529.9000000000001
1489;0;Leales / Frecuentes;34;7;161.0
1490;0;Leales / Frecuentes;95;6;150.84
1491;3;Nuevos / Esporádicos;298;4;70.7
1492;3;Nuevos / Esporádicos;408;2;296.9
1493;0;Leales / Frecuentes;29;6;151.6
1494;3;Nuevos / Esporádicos;378;5;142.74
1495;2;Campeones / VIP;80;9;582.7700000000001
1496;2;Campeones / VIP;43;13;439.7
1497;0;Leales / Frecuentes;24;3;175.8
1498;0;Leales / Frecuentes;28;5;298.4
1499;2;Campeones / VIP;21;11;451.59999999999997
1500;2;Campeones / VIP;206;9;713.4
1501;0;Leales / Frecuentes;24;5;127.89999999999999
1502;2;Campeones / VIP;10;8;464.36
1503;3;Nuevos / Esporádicos;697;1;48.8
1504;2;Campeones / VIP;117;11;495.998
1505;2;Campeones / VIP;20;11;423.5
1506;3;Nuevos / Esporádicos;370;4;205.3
1507;0;Leales / Frecuentes;174;5;52.25
1508;0;Leales / Frecuentes;178;6;313.59999999999997
1509;0;Leales / Frecuentes;193;4;55.7
1510;1;En Riesgo / Inactivos;16;25;1870.22
1511;0;Leales / Frecuentes;62;6;224.29999999999998
1512;0;Leales / Frecuentes;267;5;255.2
1513;2;Campeones / VIP;104;8;226.72
1514;2;Campeones / VIP;49;9;291.71999999999997
1515;0;Leales / Frecuentes;151;3;95.5
1516;2;Campeones / VIP;49;11;278.9
1517;2;Campeones / VIP;9;10;233.1
1518;2;Campeones / VIP;12;12;525.35
1519;3;Nuevos / Esporádicos;333;4;63.3
1520;0;Leales / Frecuentes;174;3;20.8
1521;3;Nuevos / Esporádicos;365;2;52.699999999999996
1522;0;Leales / Frecuentes;155;3;60.6
1523;2;Campeones / VIP;278;10;613.6
1524;0;Leales / Frecuentes;31;7;184.0
1525;3;Nuevos / Esporádicos;697;1;2.3
1526;0;Leales / Frecuentes;186;5;261.4
1527;1;En Riesgo / Inactivos;21;21;721.9
1528;2;Campeones / VIP;39;8;295.90000000000003
1529;2;Campeones / VIP;155;7;381.8
1530;0;Leales / Frecuentes;264;3;158.1
1531;0;Leales / Frecuentes;18;6;193.0
1532;3;Nuevos / Esporádicos;393;2;75.69999999999999
1533;0;Leales / Frecuentes;5;4;118.2
1534;0;Leales / Frecuentes;46;3;212.2
1535;0;Leales / Frecuentes;226;4;57.5
1536;2;Campeones / VIP;43;9;501.4
1537;2;Campeones / VIP;13;9;536.6
1538;1;En Riesgo / Inactivos;67;12;674.9
1539;2;Campeones / VIP;21;9;679.1999999999999
1540;0;Leales / Frecuentes;62;5;151.9
1541;2;Campeones / VIP;65;9;334.3
1542;0;Leales / Frecuentes;143;2;172.0
1543;0;Leales / Frecuentes;97;7;249.1
1544;2;Campeones / VIP;64;7;333.7
1545;2;Campeones / VIP;33;10;496.2
1546;0;Leales / Frecuentes;260;5;87.8
1547;0;Leales / Frecuentes;208;6;258.0
1548;2;Campeones / VIP;46;7;290.25600000000003
1549;2;Campeones / VIP;40;7;477.9
1550;0;Leales / Frecuentes;154;8;122.77
1551;2;Campeones / VIP;60;6;767.6
1552;2;Campeones / VIP;38;7;290.2
1553;0;Leales / Frecuentes;193;4;124.6
1554;0;Leales / Frecuentes;19;6;81.0
1555;0;Leales / Frecuentes;243;5;130.6
1556;1;En Riesgo / Inactivos;9;13;1202.5
1557;0;Leales / Frecuentes;96;4;183.7
1558;2;Campeones / VIP;209;9;231.4
1559;2;Campeones / VIP;26;9;309.5
1560;0;Leales / Frecuentes;109;5;209.89999999999998
1561;0;Leales / Frecuentes;219;4;99.0
1562;1;En Riesgo / Inactivos;29;16;968.9
1563;0;Leales / Frecuentes;143;4;116.22
1564;2;Campeones / VIP;14;11;259.6
1565;0;Leales / Frecuentes;38;5;256.915
1566;0;Leales / Frecuentes;0;8;115.0
1567;1;En Riesgo / Inactivos;95;16;819.71
1568;0;Leales / Frecuentes;53;4;319.5
1569;0;Leales / Frecuentes;6;4;62.800000000000004
1570;2;Campeones / VIP;29;10;315.0
1571;2;Campeones / VIP;9;11;442.64
1572;0;Leales / Frecuentes;54;8;152.70000000000002
1573;3;Nuevos / Esporádicos;362;4;65.0
1574;0;Leales / Frecuentes;5;6;221.54000000000002
1575;2;Campeones / VIP;54;9;405.6
1576;2;Campeones / VIP;190;6;386.59999999999997
1577;0;Leales / Frecuentes;16;7;209.75
1578;2;Campeones / VIP;16;13;254.225
1579;2;Campeones / VIP;73;10;608.01
1580;3;Nuevos / Esporádicos;695;1;329.70000000000005
1581;3;Nuevos / Esporádicos;459;2;142.1
1582;0;Leales / Frecuentes;22;4;167.3
1583;0;Leales / Frecuentes;17;7;169.2
1584;0;Leales / Frecuentes;109;5;172.0
1585;0;Leales / Frecuentes;171;6;192.0
1586;2;Campeones / VIP;121;9;246.0
1587;0;Leales / Frecuentes;102;4;252.60000000000002
1588;3;Nuevos / Esporádicos;695;1;15.9
1589;1;En Riesgo / Inactivos;62;14;586.6
1590;2;Campeones / VIP;1;8;443.09999999999997
1591;1;En Riesgo / Inactivos;8;13;821.9
1592;0;Leales / Frecuentes;29;5;357.5
1593;0;Leales / Frecuentes;134;7;185.225
1594;1;En Riesgo / Inactivos;31;18;599.9
1595;2;Campeones / VIP;102;10;476.96999999999997
1596;0;Leales / Frecuentes;102;3;96.19999999999999
1597;2;Campeones / VIP;28;10;299.3
1598;3;Nuevos / Esporádicos;416;3;40.7
1599;0;Leales / Frecuentes;51;2;361.40000000000003
1600;2;Campeones / VIP;221;5;582.7
1601;2;Campeones / VIP;2;11;295.16
1602;1;En Riesgo / Inactivos;55;18;1015.3
1603;2;Campeones / VIP;40;12;496.336
1604;0;Leales / Frecuentes;62;6;92.39999999999999
1605;3;Nuevos / Esporádicos;282;2;59.199999999999996
1606;3;Nuevos / Esporádicos;502;2;60.699999999999996
1607;1;En Riesgo / Inactivos;17;21;654.9
1608;1;En Riesgo / Inactivos;40;14;819.03
1609;0;Leales / Frecuentes;85;6;116.2
1610;2;Campeones / VIP;133;7;628.2
1611;0;Leales / Frecuentes;91;4;248.7
1612;1;En Riesgo / Inactivos;4;21;725.8
1613;2;Campeones / VIP;5;14;416.8
1614;0;Leales / Frecuentes;3;4;147.6
1615;2;Campeones / VIP;5;12;421.8
1616;2;Campeones / VIP;74;10;315.9
1617;3;Nuevos / Esporádicos;609;2;218.60000000000002
1618;0;Leales / Frecuentes;178;2;38.3
1619;0;Leales / Frecuentes;5;7;171.65
1620;0;Leales / Frecuentes;245;3;93.1
1621;0;Leales / Frecuentes;153;3;81.4
1622;3;Nuevos / Esporádicos;411;3;155.2
1623;2;Campeones / VIP;132;7;430.06
1624;3;Nuevos / Esporádicos;322;5;230.5
1625;0;Leales / Frecuentes;168;2;42.7
1626;2;Campeones / VIP;19;10;290.15
1627;2;Campeones / VIP;12;11;419.4
1628;0;Leales / Frecuentes;70;5;225.9
1629;0;Leales / Frecuentes;179;3;85.5
1630;1;En Riesgo / Inactivos;24;14;555.3
1631;0;Leales / Frecuentes;36;5;336.7
1632;2;Campeones / VIP;4;9;494.8
1633;1;En Riesgo / Inactivos;55;11;638.2
1634;2;Campeones / VIP;26;8;201.20000000000002
1635;0;Leales / Frecuentes;20;5;252.5
1636;1;En Riesgo / Inactivos;89;22;574.606
1637;0;Leales / Frecuentes;55;6;251.8
1638;2;Campeones / VIP;31;9;396.2
1639;3;Nuevos / Esporádicos;694;1;2.2
1640;2;Campeones / VIP;130;9;296.09999999999997
1641;2;Campeones / VIP;104;8;262.09999999999997
1642;3;Nuevos / Esporádicos;694;1;64.9
1643;3;Nuevos / Esporádicos;291;2;182.1
1644;0;Leales / Frecuentes;2;5;217.87
1645;0;Leales / Frecuentes;56;8;177.57999999999998
1646;3;Nuevos / Esporádicos;376;3;77.3
1647;2;Campeones / VIP;53;12;538.5
1648;0;Leales / Frecuentes;164;4;97.6
1649;0;Leales / Frecuentes;143;2;229.0
1650;2;Campeones / VIP;39;10;457.4
1651;2;Campeones / VIP;25;14;356.755
1652;0;Leales / Frecuentes;278;6;239.0
1653;0;Leales / Frecuentes;200;4;156.7
1654;3;Nuevos / Esporádicos;386;2;16.4
1655;3;Nuevos / Esporádicos;307;3;154.89999999999998
1656;0;Leales / Frecuentes;4;6;253.7
1657;0;Leales / Frecuentes;176;5;147.3
1658;2;Campeones / VIP;9;8;263.14
1659;0;Leales / Frecuentes;77;4;315.62
1660;2;Campeones / VIP;11;10;377.3
1661;0;Leales / Frecuentes;41;3;119.7
1662;0;Leales / Frecuentes;70;6;184.29999999999998
1663;1;En Riesgo / Inactivos;22;8;777.75
1664;0;Leales / Frecuentes;17;6;263.8
1665;0;Leales / Frecuentes;105;6;146.9
1666;0;Leales / Frecuentes;13;6;139.1
1667;0;Leales / Frecuentes;177;2;136.89999999999998
1668;3;Nuevos / Esporádicos;309;3;65.9
1669;2;Campeones / VIP;32;11;223.3
1670;0;Leales / Frecuentes;167;3;155.45
1671;2;Campeones / VIP;119;8;308.0
1672;2;Campeones / VIP;3;8;180.45499999999998
1673;1;En Riesgo / Inactivos;42;19;1334.2
1674;3;Nuevos / Esporádicos;446;2;64.34
1675;2;Campeones / VIP;135;11;462.2
1676;1;En Riesgo / Inactivos;35;11;1022.2
1677;3;Nuevos / Esporádicos;693;1;16.9
1678;1;En Riesgo / Inactivos;0;11;728.5
1679;0;Leales / Frecuentes;68;6;146.7
1680;0;Leales / Frecuentes;51;5;180.9
1681;0;Leales / Frecuentes;80;4;173.7
1682;2;Campeones / VIP;81;13;384.895
1683;1;En Riesgo / Inactivos;40;14;693.6
1684;0;Leales / Frecuentes;150;5;46.4
1685;2;Campeones / VIP;44;7;338.59999999999997
1686;0;Leales / Frecuentes;178;7;204.5
1687;0;Leales / Frecuentes;178;4;79.3
1688;0;Leales / Frecuentes;78;6;245.60000000000002
1689;0;Leales / Frecuentes;20;5;146.8
1690;1;En Riesgo / Inactivos;48;10;702.3000000000001
1691;2;Campeones / VIP;20;10;202.8
1692;0;Leales / Frecuentes;50;6;111.1
1693;0;Leales / Frecuentes;128;3;128.70000000000002
1694;3;Nuevos / Esporádicos;693;1;38.7
1695;2;Campeones / VIP;151;8;264.0
1696;3;Nuevos / Esporádicos;278;3;67.10000000000001
1697;1;En Riesgo / Inactivos;0;14;489.116
1698;1;En Riesgo / Inactivos;118;13;576.0
1699;2;Campeones / VIP;10;8;283.4
1700;2;Campeones / VIP;85;12;540.6
1701;2;Campeones / VIP;80;7;410.9
1702;1;En Riesgo / Inactivos;50;18;1062.525
1703;3;Nuevos / Esporádicos;535;2;174.39999999999998
1704;0;Leales / Frecuentes;2;6;281.2
1705;0;Leales / Frecuentes;252;2;104.69999999999999
1706;0;Leales / Frecuentes;254;7;340.59999999999997
1707;0;Leales / Frecuentes;21;5;265.8
1708;2;Campeones / VIP;17;9;417.91999999999996
1709;0;Leales / Frecuentes;34;8;182.6
1710;0;Leales / Frecuentes;90;2;66.5
1711;0;Leales / Frecuentes;39;8;186.0
1712;0;Leales / Frecuentes;140;5;194.39999999999998
1713;2;Campeones / VIP;7;12;333.168
1714;2;Campeones / VIP;22;8;240.5
1715;2;Campeones / VIP;7;12;487.775
1716;1;En Riesgo / Inactivos;8;17;579.3
1717;2;Campeones / VIP;116;8;249.04
1718;1;En Riesgo / Inactivos;206;12;883.8
1719;0;Leales / Frecuentes;157;4;27.020000000000003
1720;0;Leales / Frecuentes;69;6;117.8
1721;0;Leales / Frecuentes;47;4;63.300000000000004
1722;2;Campeones / VIP;57;10;437.7
1723;0;Leales / Frecuentes;20;4;88.5
1724;2;Campeones / VIP;0;10;457.5
1725;3;Nuevos / Esporádicos;692;1;25.8
1726;0;Leales / Frecuentes;146;5;341.7
1727;0;Leales / Frecuentes;300;6;318.6
1728;0;Leales / Frecuentes;17;3;88.5
1729;0;Leales / Frecuentes;31;3;44.300000000000004
1730;3;Nuevos / Esporádicos;488;2;66.9
1731;1;En Riesgo / Inactivos;48;14;572.21
1732;0;Leales / Frecuentes;281;4;114.4
1733;2;Campeones / VIP;36;11;383.5
1734;2;Campeones / VIP;136;10;379.3
1735;0;Leales / Frecuentes;267;3;125.9
1736;2;Campeones / VIP;81;5;444.8
1737;0;Leales / Frecuentes;56;5;211.63
1738;0;Leales / Frecuentes;21;5;216.0
1739;2;Campeones / VIP;30;9;207.6
1740;2;Campeones / VIP;100;10;438.90000000000003
1741;0;Leales / Frecuentes;154;4;175.79999999999998
1742;0;Leales / Frecuentes;281;5;190.1
1743;2;Campeones / VIP;118;9;299.59999999999997
1744;2;Campeones / VIP;204;8;649.0
1745;2;Campeones / VIP;48;9;316.199
1746;3;Nuevos / Esporádicos;420;6;308.9
1747;2;Campeones / VIP;166;10;222.80999999999997
1748;0;Leales / Frecuentes;29;5;86.3
1749;1;En Riesgo / Inactivos;7;17;1041.53
1750;0;Leales / Frecuentes;59;4;142.79999999999998
1751;2;Campeones / VIP;30;11;455.1
1752;3;Nuevos / Esporádicos;288;2;9.4
1753;0;Leales / Frecuentes;85;6;181.1
1754;3;Nuevos / Esporádicos;692;1;7.0
1755;0;Leales / Frecuentes;114;7;201.8
1756;2;Campeones / VIP;180;9;293.62
1757;3;Nuevos / Esporádicos;490;2;63.5
1758;1;En Riesgo / Inactivos;21;13;879.0
1759;3;Nuevos / Esporádicos;367;3;144.7
1760;0;Leales / Frecuentes;40;4;52.0
1761;3;Nuevos / Esporádicos;566;2;39.2
1762;0;Leales / Frecuentes;151;7;146.6
1763;0;Leales / Frecuentes;1;2;73.6
1764;2;Campeones / VIP;58;12;446.6
1765;3;Nuevos / Esporádicos;691;1;51.400000000000006
1766;0;Leales / Frecuentes;17;7;97.1
1767;0;Leales / Frecuentes;212;6;310.65
1768;2;Campeones / VIP;210;8;323.0
1769;0;Leales / Frecuentes;180;5;202.0
1770;1;En Riesgo / Inactivos;25;15;455.0
1771;3;Nuevos / Esporádicos;585;2;73.80000000000001
1772;0;Leales / Frecuentes;204;5;211.3
1773;1;En Riesgo / Inactivos;58;15;719.82
1774;0;Leales / Frecuentes;160;6;252.5
1775;0;Leales / Frecuentes;280;5;143.20000000000002
1776;3;Nuevos / Esporádicos;691;1;39.9
1777;2;Campeones / VIP;13;13;473.79999999999995
1778;2;Campeones / VIP;14;8;191.5
1779;3;Nuevos / Esporádicos;691;1;24.9
1780;3;Nuevos / Esporádicos;511;3;86.3
1781;3;Nuevos / Esporádicos;273;3;33.8
1782;2;Campeones / VIP;43;8;299.5
1783;2;Campeones / VIP;49;9;301.9
1784;2;Campeones / VIP;4;13;424.03
1785;3;Nuevos / Esporádicos;691;1;46.6
1786;0;Leales / Frecuentes;258;4;207.9
1787;0;Leales / Frecuentes;160;5;158.7
1788;0;Leales / Frecuentes;123;3;85.0
1789;2;Campeones / VIP;63;7;362.7
1790;2;Campeones / VIP;106;6;402.65999999999997
1791;0;Leales / Frecuentes;257;4;179.6
1792;3;Nuevos / Esporádicos;468;2;56.3
1793;2;Campeones / VIP;99;10;548.0
1794;2;Campeones / VIP;74;9;142.3
1795;0;Leales / Frecuentes;239;5;104.69999999999999
1796;3;Nuevos / Esporádicos;543;2;55.599999999999994
1797;2;Campeones / VIP;48;7;294.5
1798;3;Nuevos / Esporádicos;404;5;174.1
1799;2;Campeones / VIP;192;6;514.2
1800;2;Campeones / VIP;22;13;424.8
1801;2;Campeones / VIP;43;8;334.6
1802;2;Campeones / VIP;143;11;340.92
