id_venta;numero_linea;fecha;id_cliente;id_tienda;id_producto;id_promocion;cantidad;precio_unitario_lista;descuento_pct;precio_unitario_final;importe_venta;costo_total;margen
9259;4;2024-07-18;2933;1;57;7;1;12.9;0.15;10.96;10.96;8.9;2.06
9260;1;2024-07-18;4692;3;141;1;2;4.5;0.0;4.5;9.0;5.8;3.2
9260;2;2024-07-18;4692;3;259;1;3;2.5;0.0;2.5;7.5;4.5;3.0
9261;1;2024-07-18;1942;3;225;1;2;28.9;0.0;28.9;57.8;44.2;13.6
9262;1;2024-07-18;30;7;201;1;2;3.2;0.0;3.2;6.4;3.8;2.6
9263;1;2024-07-18;3063;2;468;1;2;79.9;0.0;79.9;159.8;120.4;39.4
9263;2;2024-07-18;3063;2;490;1;3;34.9;0.0;34.9;104.7;79.2;25.5
9263;3;2024-07-18;3063;2;314;1;2;10.9;0.0;10.9;21.8;15.2;6.6
9263;4;2024-07-18;3063;2;305;1;4;8.9;0.0;8.9;35.6;24.0;11.6
9264;1;2024-07-18;4745;5;158;1;1;16.9;0.0;16.9;16.9;11.8;5.1
9264;2;2024-07-18;4745;5;29;1;2;4.8;0.0;4.8;9.6;5.8;3.8
9265;1;2024-07-18;1329;1;128;1;1;15.9;0.0;15.9;15.9;10.8;5.1
9266;1;2024-07-18;2748;8;142;1;3;4.5;0.0;4.5;13.5;8.7;4.8
9267;1;2024-07-18;3044;2;194;1;1;4.9;0.0;4.9;4.9;3.2;1.7
9267;2;2024-07-18;3044;2;211;1;3;16.5;0.0;16.5;49.5;36.3;13.2
9267;3;2024-07-18;3044;2;199;1;1;3.9;0.0;3.9;3.9;2.5;1.4
9268;1;2024-07-18;3817;15;321;1;1;10.9;0.0;10.9;10.9;7.5;3.4
9269;1;2024-07-18;1506;9;19;1;1;4.9;0.0;4.9;4.9;3.0;1.9
9269;2;2024-07-18;1506;9;160;1;2;17.9;0.0;17.9;35.8;25.2;10.6
9270;1;2024-07-18;1253;4;239;1;1;9.9;0.0;9.9;9.9;6.8;3.1
9270;2;2024-07-18;1253;4;107;1;3;2.8;0.0;2.8;8.4;4.8;3.6
9271;1;2024-07-19;2420;14;485;7;1;24.9;0.15;21.16;21.16;18.2;2.96
9271;2;2024-07-19;2420;14;312;7;1;12.9;0.15;10.96;10.96;9.1;1.86
9271;3;2024-07-19;2420;14;302;7;3;14.9;0.15;12.66;37.98;32.4;5.58
9272;1;2024-07-19;3152;6;202;1;1;4.2;0.0;4.2;4.2;2.7;1.5
9272;2;2024-07-19;3152;6;216;1;2;9.9;0.0;9.9;19.8;13.6;6.2
9272;3;2024-07-19;3152;6;85;1;2;8.2;0.0;8.2;16.4;11.0;5.4
9273;1;2024-07-19;688;14;188;1;1;4.9;0.0;4.9;4.9;3.1;1.8
9274;1;2024-07-19;2016;9;428;1;1;79.9;0.0;79.9;79.9;61.5;18.4
9275;1;2024-07-19;2637;1;176;1;2;5.2;0.0;5.2;10.4;6.8;3.6
9275;2;2024-07-19;2637;1;106;1;1;2.9;0.0;2.9;2.9;1.7;1.2
9276;1;2024-07-19;3454;3;240;1;1;10.5;0.0;10.5;10.5;7.2;3.3
9276;2;2024-07-19;3454;3;115;1;1;3.6;0.0;3.6;3.6;2.2;1.4
9276;3;2024-07-19;3454;3;247;1;3;12.9;0.0;12.9;38.7;27.6;11.1
9277;1;2024-07-19;294;3;485;7;5;24.9;0.15;21.16;105.8;91.0;14.8
9278;1;2024-07-19;2192;11;32;1;2;5.2;0.0;5.2;10.4;6.6;3.8
9279;1;2024-07-19;1800;14;102;1;5;5.9;0.0;5.9;29.5;17.0;12.5
9279;2;2024-07-19;1800;14;191;1;1;4.5;0.0;4.5;4.5;2.9;1.6
9279;3;2024-07-19;1800;14;215;1;2;10.9;0.0;10.9;21.8;15.2;6.6
9280;1;2024-07-19;3059;1;410;1;1;12.9;0.0;12.9;12.9;9.1;3.8
9281;1;2024-07-19;1612;8;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
9282;1;2024-07-19;759;15;264;1;3;3.5;0.0;3.5;10.5;6.9;3.6
9283;1;2024-07-19;1313;15;233;7;1;7.9;0.15;6.71;6.71;5.3;1.41
9284;1;2024-07-19;2686;4;70;1;1;11.9;0.0;11.9;11.9;8.1;3.8
9285;1;2024-07-19;4487;12;34;1;1;10.1;0.0;10.1;10.1;6.6;3.5
9286;1;2024-07-19;3433;8;240;7;1;10.5;0.15;8.92;8.92;7.2;1.72
9286;2;2024-07-19;3433;8;107;7;1;2.8;0.15;2.38;2.38;1.6;0.78
9286;3;2024-07-19;3433;8;191;7;2;4.5;0.15;3.82;7.64;5.8;1.84
9287;1;2024-07-19;2142;12;378;1;1;24.9;0.0;24.9;24.9;18.3;6.6
9288;1;2024-07-19;726;5;378;1;1;24.9;0.0;24.9;24.9;18.3;6.6
9289;1;2024-07-19;4691;2;143;7;2;6.5;0.15;5.52;11.04;8.6;2.44
9289;2;2024-07-19;4691;2;31;7;4;5.4;0.15;4.59;18.36;13.6;4.76
9290;1;2024-07-19;3224;7;196;1;2;3.9;0.0;3.9;7.8;4.8;3.0
9291;1;2024-07-19;3749;14;62;1;5;6.8;0.0;6.8;34.0;23.0;11.0
9292;1;2024-07-19;4792;15;140;7;1;6.2;0.15;5.27;5.27;4.1;1.17
9293;1;2024-07-19;527;9;196;1;1;3.9;0.0;3.9;3.9;2.4;1.5
9294;1;2024-07-19;3148;3;18;1;1;4.2;0.0;4.2;4.2;2.5;1.7
9295;1;2024-07-19;4804;7;485;1;1;24.9;0.0;24.9;24.9;18.2;6.7
9295;2;2024-07-19;4804;7;304;1;3;12.9;0.0;12.9;38.7;27.6;11.1
9296;1;2024-07-19;2547;4;62;1;1;6.8;0.0;6.8;6.8;4.6;2.2
9296;2;2024-07-19;2547;4;5;1;4;8.9;0.0;8.9;35.6;24.4;11.2
9297;1;2024-07-19;2197;14;17;7;1;4.6;0.15;3.91;3.91;2.8;1.11
9297;2;2024-07-19;2197;14;90;7;2;6.5;0.15;5.52;11.04;8.8;2.24
9298;1;2024-07-19;4289;7;239;1;1;9.9;0.0;9.9;9.9;6.8;3.1
9299;1;2024-07-19;2074;1;329;1;5;19.9;0.0;19.9;99.5;71.5;28.0
9300;1;2024-07-19;4319;1;141;1;1;4.5;0.0;4.5;4.5;2.9;1.6
9300;2;2024-07-19;4319;1;131;1;2;7.9;0.0;7.9;15.8;10.2;5.6
9301;1;2024-07-19;4593;10;238;1;1;3.5;0.0;3.5;3.5;2.2;1.3
9302;1;2024-07-19;128;6;344;1;5;4.5;0.0;4.5;22.5;14.5;8.0
9302;2;2024-07-19;128;6;369;1;1;17.9;0.0;17.9;17.9;12.8;5.1
9303;1;2024-07-19;4896;1;102;1;4;5.9;0.0;5.9;23.6;13.6;10.0
9304;1;2024-07-19;1138;11;298;1;1;7.9;0.0;7.9;7.9;5.2;2.7
9304;2;2024-07-19;1138;11;318;1;2;22.9;0.0;22.9;45.8;33.6;12.2
9304;3;2024-07-19;1138;11;315;1;1;15.9;0.0;15.9;15.9;11.4;4.5
9304;4;2024-07-19;1138;11;279;1;1;15.9;0.0;15.9;15.9;11.4;4.5
9305;1;2024-07-19;1142;5;280;1;2;10.9;0.0;10.9;21.8;14.8;7.0
9305;2;2024-07-19;1142;5;299;1;1;8.9;0.0;8.9;8.9;5.9;3.0
9306;1;2024-07-19;2744;13;174;1;1;5.9;0.0;5.9;5.9;3.8;2.1
9307;1;2024-07-19;1207;7;16;1;3;4.8;0.0;4.8;14.4;8.7;5.7
9308;1;2024-07-19;3332;3;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
9308;2;2024-07-19;3332;3;111;1;4;3.8;0.0;3.8;15.2;9.2;6.0
9308;3;2024-07-19;3332;3;234;1;2;15.9;0.0;15.9;31.8;22.8;9.0
9309;1;2024-07-19;2895;4;214;1;1;23.9;0.0;23.9;23.9;18.1;5.8
9309;2;2024-07-19;2895;4;98;1;4;7.9;0.0;7.9;31.6;21.2;10.4
9310;1;2024-07-19;428;3;48;7;3;11.9;0.15;10.12;30.36;24.6;5.76
9311;1;2024-07-19;2143;14;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
9311;2;2024-07-19;2143;14;473;1;2;49.9;0.0;49.9;99.8;75.8;24.0
9311;3;2024-07-19;2143;14;296;1;1;6.9;0.0;6.9;6.9;4.6;2.3
9311;4;2024-07-19;2143;14;482;1;2;79.9;0.0;79.9;159.8;122.4;37.4
9312;1;2024-07-19;3913;3;213;1;2;14.9;0.0;14.9;29.8;21.6;8.2
9313;1;2024-07-19;3366;5;281;1;3;9.9;0.0;9.9;29.7;20.1;9.6
9313;2;2024-07-19;3366;5;321;1;1;10.9;0.0;10.9;10.9;7.5;3.4
9313;3;2024-07-19;3366;5;314;1;4;10.9;0.0;10.9;43.6;30.4;13.2
9314;1;2024-07-19;120;3;33;1;2;10.3;0.0;10.3;20.6;13.6;7.0
9315;1;2024-07-19;603;8;17;1;2;4.6;0.0;4.6;9.2;5.6;3.6
9316;1;2024-07-19;1550;5;101;7;1;2.2;0.15;1.87;1.87;1.2;0.67
9317;1;2024-07-19;3463;11;24;1;1;7.9;0.0;7.9;7.9;5.4;2.5
9318;1;2024-07-19;2330;1;240;1;3;10.5;0.0;10.5;31.5;21.6;9.9
9318;2;2024-07-19;2330;1;257;1;4;24.9;0.0;24.9;99.6;74.0;25.6
9318;3;2024-07-19;2330;1;133;1;1;19.9;0.0;19.9;19.9;13.8;6.1
9318;4;2024-07-19;2330;1;153;1;1;13.9;0.0;13.9;13.9;9.8;4.1
9319;1;2024-07-19;3702;9;140;1;1;6.2;0.0;6.2;6.2;4.1;2.1
9320;1;2024-07-19;630;9;309;1;1;8.9;0.0;8.9;8.9;6.0;2.9
9321;1;2024-07-19;2729;7;238;1;1;3.5;0.0;3.5;3.5;2.2;1.3
9321;2;2024-07-19;2729;7;105;1;5;3.9;0.0;3.9;19.5;12.0;7.5
9322;1;2024-07-19;1662;2;62;1;1;6.8;0.0;6.8;6.8;4.6;2.2
9323;1;2024-07-19;260;7;463;1;1;12.9;0.0;12.9;12.9;8.9;4.0
9324;1;2024-07-19;2007;4;386;1;3;22.9;0.0;22.9;68.7;51.3;17.4
9325;1;2024-07-19;2436;8;32;1;3;5.2;0.0;5.2;15.6;9.9;5.7
9326;1;2024-07-19;1901;6;278;1;1;11.9;0.0;11.9;11.9;8.1;3.8
9326;2;2024-07-19;1901;6;302;1;1;14.9;0.0;14.9;14.9;10.8;4.1
9327;1;2024-07-19;2462;4;23;7;1;7.5;0.15;6.38;6.38;5.1;1.28
9328;1;2024-07-19;719;11;109;1;1;3.8;0.0;3.8;3.8;2.3;1.5
9329;1;2024-07-19;2805;4;128;1;1;15.9;0.0;15.9;15.9;10.8;5.1
9330;1;2024-07-19;2099;13;410;1;2;12.9;0.0;12.9;25.8;18.2;7.6
9331;1;2024-07-20;4702;2;220;1;5;32.9;0.0;32.9;164.5;126.0;38.5
9332;1;2024-07-20;4146;4;319;1;1;19.9;0.0;19.9;19.9;14.2;5.7
9333;1;2024-07-20;2562;9;249;1;1;2.2;0.0;2.2;2.2;1.3;0.9
9333;2;2024-07-20;2562;9;133;1;3;19.9;0.0;19.9;59.7;41.4;18.3
9333;3;2024-07-20;2562;9;32;1;1;5.2;0.0;5.2;5.2;3.3;1.9
9334;1;2024-07-20;4808;7;32;1;1;5.2;0.0;5.2;5.2;3.3;1.9
9335;1;2024-07-20;4969;13;299;1;1;8.9;0.0;8.9;8.9;5.9;3.0
9336;1;2024-07-20;4578;9;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
9337;1;2024-07-20;1166;8;225;1;1;28.9;0.0;28.9;28.9;22.1;6.8
9338;1;2024-07-20;2377;7;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
9339;1;2024-07-20;467;9;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
9340;1;2024-07-20;4603;5;309;1;1;8.9;0.0;8.9;8.9;6.0;2.9
9341;1;2024-07-20;2800;14;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
9342;1;2024-07-20;1460;12;17;1;1;4.6;0.0;4.6;4.6;2.8;1.8
9342;2;2024-07-20;1460;12;161;1;1;15.9;0.0;15.9;15.9;11.1;4.8
9342;3;2024-07-20;1460;12;231;1;1;9.9;0.0;9.9;9.9;6.9;3.0
9342;4;2024-07-20;1460;12;54;1;1;10.9;0.0;10.9;10.9;7.3;3.6
9343;1;2024-07-20;4739;7;429;1;1;52.9;0.0;52.9;52.9;40.8;12.1
9344;1;2024-07-20;112;7;192;1;1;5.9;0.0;5.9;5.9;3.9;2.0
9345;1;2024-07-20;2943;7;176;1;1;5.2;0.0;5.2;5.2;3.4;1.8
9346;1;2024-07-20;4263;7;93;1;1;4.5;0.0;4.5;4.5;2.9;1.6
9347;1;2024-07-20;4206;6;354;1;2;14.9;0.0;14.9;29.8;21.6;8.2
9347;2;2024-07-20;4206;6;352;1;2;5.9;0.0;5.9;11.8;8.2;3.6
9348;1;2024-07-20;2922;3;329;7;2;19.9;0.15;16.91;33.82;28.6;5.22
9349;1;2024-07-20;2678;11;1;1;1;6.9;0.0;6.9;6.9;4.4;2.5
9349;2;2024-07-20;2678;11;48;1;1;11.9;0.0;11.9;11.9;8.2;3.7
9349;3;2024-07-20;2678;11;194;1;2;4.9;0.0;4.9;9.8;6.4;3.4
9349;4;2024-07-20;2678;11;211;1;3;16.5;0.0;16.5;49.5;36.3;13.2
9349;5;2024-07-20;2678;11;100;1;3;9.9;0.0;9.9;29.7;20.4;9.3
9350;1;2024-07-20;3731;7;145;1;2;6.2;0.0;6.2;12.4;8.2;4.2
9350;2;2024-07-20;3731;7;38;1;2;8.5;0.0;8.5;17.0;11.6;5.4
9351;1;2024-07-20;659;6;245;1;2;14.9;0.0;14.9;29.8;21.6;8.2
9351;2;2024-07-20;659;6;115;1;2;3.6;0.0;3.6;7.2;4.4;2.8
9352;1;2024-07-20;2009;10;279;7;2;15.9;0.15;13.52;27.04;22.8;4.24
9352;2;2024-07-20;2009;10;325;7;2;6.9;0.15;5.87;11.74;9.2;2.54
9352;3;2024-07-20;2009;10;343;7;3;3.5;0.15;2.98;8.94;6.6;2.34
9352;4;2024-07-20;2009;10;313;7;1;9.9;0.15;8.42;8.42;6.8;1.62
9352;5;2024-07-20;2009;10;301;7;4;9.9;0.15;8.42;33.68;27.2;6.48
9353;1;2024-07-20;1013;14;36;1;2;18.5;0.0;18.5;37.0;25.0;12.0
9353;2;2024-07-20;1013;14;134;1;1;14.9;0.0;14.9;14.9;10.1;4.8
9353;3;2024-07-20;1013;14;38;1;1;8.5;0.0;8.5;8.5;5.8;2.7
9353;4;2024-07-20;1013;14;263;1;1;2.9;0.0;2.9;2.9;1.8;1.1
9354;1;2024-07-20;942;4;154;1;1;14.2;0.0;14.2;14.2;10.1;4.1
9355;1;2024-07-20;865;5;150;1;1;9.9;0.0;9.9;9.9;6.8;3.1
9356;1;2024-07-20;1288;3;410;1;2;12.9;0.0;12.9;25.8;18.2;7.6
9357;1;2024-07-20;1913;9;53;7;3;5.9;0.15;5.02;15.06;11.4;3.66
9358;1;2024-07-20;3421;9;32;1;1;5.2;0.0;5.2;5.2;3.3;1.9
9359;1;2024-07-20;2345;1;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
9359;2;2024-07-20;2345;1;367;1;1;24.9;0.0;24.9;24.9;18.6;6.3
9359;3;2024-07-20;2345;1;377;1;1;16.9;0.0;16.9;16.9;12.1;4.8
9359;4;2024-07-20;2345;1;342;1;1;21.9;0.0;21.9;21.9;15.9;6.0
9360;1;2024-07-20;2330;11;292;1;2;4.5;0.0;4.5;9.0;5.8;3.2
9360;2;2024-07-20;2330;11;475;1;3;14.9;0.0;14.9;44.7;30.9;13.8
9360;3;2024-07-20;2330;11;295;1;2;8.9;0.0;8.9;17.8;12.2;5.6
9360;4;2024-07-20;2330;11;308;1;1;10.9;0.0;10.9;10.9;7.6;3.3
9361;1;2024-07-20;1983;1;113;1;1;8.9;0.0;8.9;8.9;5.7;3.2
9362;1;2024-07-20;317;15;306;1;1;10.5;0.0;10.5;10.5;7.2;3.3
9362;2;2024-07-20;317;15;327;1;1;39.9;0.0;39.9;39.9;30.1;9.8
9363;1;2024-07-20;487;5;280;1;2;10.9;0.0;10.9;21.8;14.8;7.0
9364;1;2024-07-20;958;4;207;1;1;5.9;0.0;5.9;5.9;3.9;2.0
9364;2;2024-07-20;958;4;211;1;1;16.5;0.0;16.5;16.5;12.1;4.4
9365;1;2024-07-20;3212;4;410;1;1;12.9;0.0;12.9;12.9;9.1;3.8
9366;1;2024-07-20;649;4;406;1;2;64.9;0.0;64.9;129.8;99.0;30.8
9366;2;2024-07-20;649;4;410;1;1;12.9;0.0;12.9;12.9;9.1;3.8
9366;3;2024-07-20;649;4;421;1;1;19.9;0.0;19.9;19.9;14.6;5.3
9367;1;2024-07-20;3507;4;405;1;4;62.9;0.0;62.9;251.6;191.6;60.0
9368;1;2024-07-20;2548;9;19;1;2;4.9;0.0;4.9;9.8;6.0;3.8
9369;1;2024-07-20;1181;4;114;7;1;3.6;0.15;3.06;3.06;2.2;0.86
9369;2;2024-07-20;1181;4;242;7;2;8.9;0.15;7.57;15.14;12.0;3.14
9369;3;2024-07-20;1181;4;115;7;2;3.6;0.15;3.06;6.12;4.4;1.72
9369;4;2024-07-20;1181;4;256;7;3;8.9;0.15;7.57;22.71;18.6;4.11
9370;1;2024-07-20;447;13;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
9370;2;2024-07-20;447;13;326;1;3;7.2;0.0;7.2;21.6;14.7;6.9
9371;1;2024-07-20;3328;13;120;1;2;8.9;0.0;8.9;17.8;11.2;6.6
9372;1;2024-07-20;3655;2;131;1;1;7.9;0.0;7.9;7.9;5.1;2.8
9373;1;2024-07-20;4004;5;318;7;1;22.9;0.15;19.46;19.46;16.8;2.66
9374;1;2024-07-20;2005;7;40;1;2;23.9;0.0;23.9;47.8;34.6;13.2
9374;2;2024-07-20;2005;7;132;1;2;7.9;0.0;7.9;15.8;10.2;5.6
9375;1;2024-07-20;2450;11;238;1;1;3.5;0.0;3.5;3.5;2.2;1.3
9376;1;2024-07-20;510;14;415;1;3;89.9;0.0;89.9;269.7;214.2;55.5
9376;2;2024-07-20;510;14;414;1;1;14.9;0.0;14.9;14.9;10.7;4.2
9377;1;2024-07-20;2198;4;445;7;3;24.9;0.15;21.16;63.48;56.4;7.08
9378;1;2024-07-20;3868;2;288;1;2;6.5;0.0;6.5;13.0;8.4;4.6
9378;2;2024-07-20;3868;2;315;1;2;15.9;0.0;15.9;31.8;22.8;9.0
9379;1;2024-07-20;902;4;132;7;1;7.9;0.15;6.71;6.71;5.1;1.61
9379;2;2024-07-20;902;4;34;7;1;10.1;0.15;8.58;8.58;6.6;1.98
9380;1;2024-07-20;1488;7;471;1;2;24.9;0.0;24.9;49.8;35.6;14.2
9381;1;2024-07-20;564;10;132;1;2;7.9;0.0;7.9;15.8;10.2;5.6
9381;2;2024-07-20;564;10;259;1;2;2.5;0.0;2.5;5.0;3.0;2.0
9381;3;2024-07-20;564;10;128;1;2;15.9;0.0;15.9;31.8;21.6;10.2
9382;1;2024-07-20;669;8;109;7;2;3.8;0.15;3.23;6.46;4.6;1.86
9383;1;2024-07-20;3417;3;298;1;2;7.9;0.0;7.9;15.8;10.4;5.4
9383;2;2024-07-20;3417;3;280;1;2;10.9;0.0;10.9;21.8;14.8;7.0
9383;3;2024-07-20;3417;3;303;1;2;18.9;0.0;18.9;37.8;27.8;10.0
9383;4;2024-07-20;3417;3;322;1;1;11.9;0.0;11.9;11.9;8.2;3.7
9383;5;2024-07-20;3417;3;316;1;1;12.9;0.0;12.9;12.9;9.1;3.8
9384;1;2024-07-20;3392;7;188;1;2;4.9;0.0;4.9;9.8;6.2;3.6
9385;1;2024-07-20;3135;3;428;1;1;79.9;0.0;79.9;79.9;61.5;18.4
9386;1;2024-07-20;4091;14;471;1;1;24.9;0.0;24.9;24.9;17.8;7.1
9386;2;2024-07-20;4091;14;290;1;1;7.2;0.0;7.2;7.2;4.8;2.4
9386;3;2024-07-20;4091;14;478;1;2;44.9;0.0;44.9;89.8;68.4;21.4
9387;1;2024-07-20;2554;7;354;1;1;14.9;0.0;14.9;14.9;10.8;4.1
9388;1;2024-07-20;2294;3;397;7;3;19.9;0.15;16.91;50.73;44.4;6.33
9389;1;2024-07-20;1938;11;383;1;5;22.9;0.0;22.9;114.5;84.0;30.5
9390;1;2024-07-20;1702;4;150;1;3;9.9;0.0;9.9;29.7;20.4;9.3
9390;2;2024-07-20;1702;4;172;1;2;4.5;0.0;4.5;9.0;5.8;3.2
9390;3;2024-07-20;1702;4;153;1;1;13.9;0.0;13.9;13.9;9.8;4.1
9390;4;2024-07-20;1702;4;107;1;4;2.8;0.0;2.8;11.2;6.4;4.8
9391;1;2024-07-21;1334;5;447;7;1;54.9;0.15;46.66;46.66;43.1;3.56
9392;1;2024-07-21;3370;6;148;7;1;4.7;0.15;4.0;4.0;3.0;1.0
9392;2;2024-07-21;3370;6;132;7;1;7.9;0.15;6.71;6.71;5.1;1.61
9392;3;2024-07-21;3370;6;34;7;1;10.1;0.15;8.58;8.58;6.6;1.98
9392;4;2024-07-21;3370;6;262;7;2;3.2;0.15;2.72;5.44;4.0;1.44
9393;1;2024-07-21;34;2;67;1;1;5.5;0.0;5.5;5.5;3.6;1.9
9393;2;2024-07-21;34;2;15;1;1;14.9;0.0;14.9;14.9;10.8;4.1
9393;3;2024-07-21;34;2;82;1;1;10.5;0.0;10.5;10.5;7.2;3.3
9394;1;2024-07-21;2087;7;260;1;2;3.2;0.0;3.2;6.4;4.0;2.4
9395;1;2024-07-21;1520;12;260;1;1;3.2;0.0;3.2;3.2;2.0;1.2
9396;1;2024-07-21;1238;1;228;1;1;27.9;;27.9;27.9;21.1;6.8
9397;1;2024-07-21;3086;9;102;1;2;5.9;0.0;5.9;11.8;6.8;5.0
9398;1;2024-07-21;2835;7;12;1;2;6.8;0.0;6.8;13.6;8.6;5.0
9399;1;2024-07-21;1791;12;217;1;2;39.9;0.0;39.9;79.8;62.4;17.4
9399;2;2024-07-21;1791;12;206;1;1;6.5;0.0;6.5;6.5;4.4;2.1
9399;3;2024-07-21;1791;12;194;1;1;4.9;0.0;4.9;4.9;3.2;1.7
9400;1;2024-07-21;4359;1;248;1;1;2.5;0.0;2.5;2.5;1.5;1.0
9401;1;2024-07-21;782;2;102;1;1;5.9;0.0;5.9;5.9;3.4;2.5
9402;1;2024-07-21;3029;1;12;1;1;6.8;0.0;6.8;6.8;4.3;2.5
9403;1;2024-07-21;1895;7;321;1;5;10.9;0.0;10.9;54.5;37.5;17.0
9404;1;2024-07-21;1648;1;101;1;1;2.2;0.0;2.2;2.2;1.2;1.0
9405;1;2024-07-21;3954;8;63;1;4;6.2;0.0;6.2;24.8;16.4;8.4
9406;1;2024-07-21;2267;8;140;1;1;6.2;0.0;6.2;6.2;4.1;2.1
9407;1;2024-07-21;1552;14;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
9407;2;2024-07-21;1552;14;4;1;2;5.4;0.0;5.4;10.8;7.2;3.6
9408;1;2024-07-21;711;1;64;7;1;8.4;0.15;7.14;7.14;5.9;1.24
9408;2;2024-07-21;711;1;81;7;3;8.9;0.15;7.57;22.71;18.3;4.41
9408;3;2024-07-21;711;1;214;7;1;23.9;0.15;20.31;20.31;18.1;2.21
9408;4;2024-07-21;711;1;198;7;4;4.9;0.15;4.17;16.68;12.8;3.88
9409;1;2024-07-21;982;7;170;1;1;6.9;0.0;6.9;6.9;4.6;2.3
9409;2;2024-07-21;982;7;101;1;2;2.2;0.0;2.2;4.4;2.4;2.0
9409;3;2024-07-21;982;7;178;1;2;12.9;0.0;12.9;25.8;18.2;7.6
9409;4;2024-07-21;982;7;135;1;2;8.9;0.0;8.9;17.8;12.6;5.2
9410;1;2024-07-21;1225;4;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
9411;1;2024-07-21;2977;8;1;1;1;6.9;0.0;6.9;6.9;4.4;2.5
9412;1;2024-07-21;2041;8;437;1;1;16.9;0.0;16.9;16.9;11.8;5.1
9413;1;2024-07-21;2333;1;4;1;3;5.4;0.0;5.4;16.2;10.8;5.4
9413;2;2024-07-21;2333;1;61;1;1;5.6;0.0;5.6;5.6;3.6;2.0
9413;3;2024-07-21;2333;1;47;1;1;39.9;0.0;39.9;39.9;28.7;11.2
9414;1;2024-07-21;1039;1;176;1;2;5.2;0.0;5.2;10.4;6.8;3.6
9415;1;2024-07-21;3417;1;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
9416;1;2024-07-21;2359;10;143;1;1;6.5;0.0;6.5;6.5;4.3;2.2
9417;1;2024-07-21;4716;6;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
9418;1;2024-07-21;3354;15;153;1;1;13.9;0.0;13.9;13.9;9.8;4.1
9418;2;2024-07-21;3354;15;263;1;1;2.9;0.0;2.9;2.9;1.8;1.1
9418;3;2024-07-21;3354;15;250;1;2;2.5;0.0;2.5;5.0;3.0;2.0
9418;4;2024-07-21;3354;15;154;1;2;14.2;0.0;14.2;28.4;20.2;8.2
9419;1;2024-07-21;2373;7;354;1;1;14.9;0.0;14.9;14.9;10.8;4.1
9420;1;2024-07-21;4689;5;165;1;1;12.5;0.0;12.5;12.5;8.7;3.8
9421;1;2024-07-21;757;4;1;1;1;6.9;0.0;6.9;6.9;4.4;2.5
9421;2;2024-07-21;757;4;96;1;1;16.9;0.0;16.9;16.9;11.9;5.0
9421;3;2024-07-21;757;4;195;1;3;8.9;0.0;8.9;26.7;18.6;8.1
9422;1;2024-07-21;2484;4;300;1;2;9.9;0.0;9.9;19.8;13.6;6.2
9423;1;2024-07-21;441;15;31;1;2;5.4;0.0;5.4;10.8;6.8;4.0
9424;1;2024-07-21;1841;9;144;1;2;7.2;0.0;7.2;14.4;9.8;4.6
9425;1;2024-07-21;404;3;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
9425;2;2024-07-21;404;3;28;1;1;8.2;0.0;8.2;8.2;5.8;2.4
9425;3;2024-07-21;404;3;92;1;2;8.1;0.0;8.1;16.2;11.2;5.0
9425;4;2024-07-21;404;3;192;1;2;5.9;0.0;5.9;11.8;7.8;4.0
9426;1;2024-07-21;4807;14;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
9427;1;2024-07-21;2817;5;151;1;1;9.9;0.0;9.9;9.9;6.8;3.1
9428;1;2024-07-21;2980;13;248;1;1;2.5;0.0;2.5;2.5;1.5;1.0
9428;2;2024-07-21;2980;13;128;1;1;15.9;0.0;15.9;15.9;10.8;5.1
9428;3;2024-07-21;2980;13;156;1;1;4.5;0.0;4.5;4.5;2.9;1.6
9429;1;2024-07-21;2612;9;52;1;1;8.2;0.0;8.2;8.2;5.4;2.8
9430;1;2024-07-21;1744;6;30;1;1;4.7;0.0;4.7;4.7;2.8;1.9
9430;2;2024-07-21;1744;6;157;1;2;14.9;0.0;14.9;29.8;20.4;9.4
9431;1;2024-07-21;3297;7;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
9432;1;2024-07-21;3172;1;213;1;1;14.9;0.0;14.9;14.9;10.8;4.1
9432;2;2024-07-21;3172;1;12;1;3;6.8;0.0;6.8;20.4;12.9;7.5
9432;3;2024-07-21;3172;1;44;1;4;14.5;0.0;14.5;58.0;40.4;17.6
9432;4;2024-07-21;3172;1;93;1;2;4.5;0.0;4.5;9.0;5.8;3.2
9433;1;2024-07-21;4634;10;174;1;1;5.9;0.0;5.9;5.9;3.8;2.1
9434;1;2024-07-21;838;4;430;1;3;149.9;0.0;149.9;449.7;355.2;94.5
